,Temp,Wind,Barometer,Visibility,Weather
"June 18, 2020",52.86,13.14,41.14,20.99,Clear.
"June 19, 2020",54.43,16.0,49.0,25.22,Clear.
"June 20, 2020",65.43,11.57,52.71,25.27,Clear.
"June 21, 2020",55.71,12.57,48.57,25.3,Scattered clouds.
"June 22, 2020",66.71,14.86,60.43,29.48,Clear.
"June 23, 2020",66.71,14.86,60.43,29.48,Clear.
"June 24, 2020",37.71,3.43,29.0,12.64,Clear.
"June 25, 2020",43.57,10.57,36.43,21.12,Partly sunny.
"June 26, 2020",42.71,11.57,38.14,21.08,Scattered clouds.
"June 27, 2020",67.57,17.14,49.29,25.29,Clear.
"June 28, 2020",53.86,11.0,43.29,21.06,Clear.
"June 29, 2020",54.29,18.43,49.71,25.24,Clear.
"June 30, 2020",79.43,19.86,64.43,29.44,Clear.
"July 1, 2020",55.29,9.43,37.0,21.09,Passing clouds.
"July 2, 2020",55.29,9.43,37.0,21.09,Passing clouds.
"July 3, 2020",38.14,6.57,30.29,12.63,Overcast.
"July 4, 2020",43.14,11.43,38.0,21.01,Scattered clouds.
"July 5, 2020",52.86,9.57,37.14,16.79,Clear.
"July 6, 2020",65.71,11.29,54.0,25.13,Passing clouds.
"July 7, 2020",65.71,11.29,54.0,25.13,Passing clouds.
"July 8, 2020",108.57,9.0,43.14,25.19,Passing clouds.
"July 9, 2020",40.14,4.0,16.0,8.42,Passing clouds.
"July 10, 2020",79.0,8.57,52.57,25.24,Passing clouds.
"July 11, 2020",79.0,8.57,52.57,25.24,Passing clouds.
"July 12, 2020",42.43,12.14,31.14,16.78,Scattered clouds.
"July 13, 2020",79.0,17.86,64.43,29.4,Clear.
"July 14, 2020",55.0,11.0,49.71,25.23,Clear.
"July 15, 2020",29.29,9.57,31.29,16.83,Clear.
"July 16, 2020",42.43,5.57,29.0,16.84,Scattered clouds.
"July 17, 2020",68.43,10.71,51.57,25.2,Passing clouds.
"July 18, 2020",14.86,4.29,24.0,12.59,Sunny.
"July 19, 2020",27.14,2.71,24.71,12.63,Clear.
"July 20, 2020",80.57,10.43,50.71,25.3,Clear.
"July 21, 2020",50.86,11.29,40.43,16.83,Clear.
"July 22, 2020",76.86,16.0,59.57,25.2,Passing clouds.
"July 23, 2020",91.71,16.14,63.14,29.55,Clear.
"July 24, 2020",40.71,12.29,41.86,21.07,Clear.
"July 25, 2020",28.86,10.29,31.71,16.88,Scattered clouds.
"July 26, 2020",76.57,12.57,67.0,29.6,Clear.
"July 27, 2020",78.29,10.86,55.71,25.4,Scattered clouds.
"July 28, 2020",62.86,7.71,50.0,21.15,Passing clouds.
"July 29, 2020",25.57,4.86,19.43,8.42,Passing clouds.
"July 30, 2020",41.29,9.43,32.86,16.83,Clear.
"July 31, 2020",52.0,8.57,38.0,16.84,Clear.
"August 1, 2020",67.57,8.43,52.43,25.28,Passing clouds.
"August 2, 2020",67.57,8.43,52.43,25.28,Passing clouds.
"August 3, 2020",67.14,12.57,60.71,29.48,Passing clouds.
"August 4, 2020",79.43,14.86,56.43,25.16,Clear.
"August 5, 2020",78.86,14.29,65.29,29.27,Passing clouds.
"August 6, 2020",54.0,8.71,54.29,25.1,Clear.
"August 7, 2020",27.86,12.0,37.43,16.75,Partly sunny.
"August 8, 2020",23.43,2.71,26.86,8.39,Overcast.
"August 9, 2020",26.0,3.71,20.43,8.4,Partly sunny.
"August 10, 2020",61.86,7.0,57.43,21.04,Overcast.
"August 11, 2020",36.0,3.71,36.29,12.63,Passing clouds.
"August 12, 2020",14.0,2.0,8.29,4.2,Overcast.
"August 13, 2020",90.0,17.71,70.29,29.45,Passing clouds.
"August 14, 2020",91.86,18.43,62.43,29.36,Passing clouds.
"August 15, 2020",79.43,12.0,63.71,29.33,Clear.
"August 16, 2020",79.43,12.0,63.71,29.33,Clear.
"August 17, 2020",67.57,9.71,55.14,25.17,Overcast.
"August 18, 2020",29.29,8.14,34.29,16.79,Passing clouds.
"August 19, 2020",67.14,11.43,56.43,25.22,Overcast.
"August 20, 2020",65.14,10.0,47.57,21.01,Clear.
"August 21, 2020",78.43,10.71,57.57,25.2,Clear.
"August 22, 2020",36.14,1.71,12.14,4.22,Partly sunny.
"August 23, 2020",63.57,1.0,13.29,4.21,Passing clouds.
"August 24, 2020",41.71,4.43,31.71,16.83,Scattered clouds.
"August 25, 2020",75.71,11.86,61.57,25.24,Passing clouds.
"August 26, 2020",68.29,11.14,54.86,25.29,Thundershowers. Overcast.
"August 27, 2020",83.71,12.43,84.0,29.54,Clear.
"August 28, 2020",47.29,2.43,36.43,12.66,Passing clouds.
"August 29, 2020",72.71,0.71,10.71,4.22,Passing clouds.
"August 30, 2020",49.86,0.71,11.29,4.22,Clear.
"August 31, 2020",11.57,1.0,13.14,4.22,Overcast.
"September 1, 2020",35.86,3.43,37.0,12.71,Passing clouds.
"September 2, 2020",35.86,3.43,37.0,12.71,Passing clouds.
"September 3, 2020",26.0,1.29,10.29,4.24,Scattered clouds.
"September 4, 2020",49.0,2.29,22.57,8.49,Clear.
"September 5, 2020",47.43,1.0,12.14,4.24,Scattered clouds.
"September 6, 2020",75.86,6.0,50.71,21.17,Passing clouds.
"September 7, 2020",75.86,6.0,50.71,21.17,Passing clouds.
"September 8, 2020",87.29,12.57,73.71,29.62,Clear.
"September 9, 2020",88.14,11.86,71.0,29.64,Clear.
"September 10, 2020",72.57,7.71,68.43,25.41,Clear.
"September 11, 2020",88.0,9.0,72.43,29.58,Clear.
"September 12, 2020",48.43,6.43,44.86,16.91,Clear.
"September 13, 2020",49.86,5.14,41.0,16.93,Clear.
"September 14, 2020",49.86,5.14,41.0,16.93,Clear.
"September 15, 2020",89.0,1.0,8.14,4.22,Passing clouds.
"September 16, 2020",76.71,4.43,38.14,16.91,Clear.
"September 17, 2020",39.0,5.71,27.14,12.7,Partly sunny.
"September 22, 2020",90.0,13.0,63.71,29.63,Passing clouds.
"September 23, 2020",13.57,0.0,0.0,0.0,Scattered clouds.
"September 24, 2020",26.57,5.71,27.29,12.64,Scattered clouds.
"September 25, 2020",77.86,9.86,54.0,25.38,Clear.
"September 26, 2020",76.14,11.57,56.29,25.38,Clear.
"September 27, 2020",11.57,1.71,11.57,4.23,Clear.
"September 28, 2020",40.0,6.57,23.14,12.7,Sunny.
"September 29, 2020",87.0,12.0,67.0,29.72,Clear.
"September 30, 2020",59.71,9.29,52.57,21.22,Clear.
"October 1, 2020",38.29,5.71,28.29,12.73,Clear.
"October 2, 2020",38.29,5.71,28.29,12.73,Clear.
"October 3, 2020",52.14,9.0,43.57,21.21,Sunny.
"October 4, 2020",63.0,9.86,56.43,25.45,Clear.
"October 5, 2020",75.86,9.57,55.57,25.48,Clear.
"October 6, 2020",76.14,8.43,51.43,25.49,Clear.
"October 7, 2020",50.86,7.14,34.14,21.25,Clear.
"October 8, 2020",86.0,11.14,64.0,29.77,Clear.
"October 9, 2020",35.29,4.43,31.71,12.77,Clear.
"October 10, 2020",63.43,2.71,25.86,12.76,Clear.
"October 11, 2020",87.43,2.0,10.29,8.5,Clear.
"October 12, 2020",64.29,2.43,23.14,16.96,Clear.
"October 13, 2020",64.14,4.71,9.14,12.71,Clear.
"October 14, 2020",74.0,6.71,9.29,16.96,Clear.
"October 16, 2020",62.43,5.71,15.71,16.98,Clear.
"October 17, 2020",62.57,10.29,24.57,21.2,Clear.
"October 18, 2020",36.14,5.0,18.57,12.74,Clear.
"October 19, 2020",26.14,1.71,9.0,8.5,Overcast.
"October 20, 2020",59.43,0.71,4.14,4.26,Passing clouds.
"October 21, 2020",87.86,2.71,12.29,8.49,Clear.
"October 22, 2020",58.29,1.29,8.29,4.24,Clear.
"October 23, 2020",72.86,2.0,5.0,8.5,Sunny.
"October 24, 2020",73.71,1.71,7.71,8.48,Clear.
"October 25, 2020",57.29,0.0,0.0,0.0,Clear.
"October 26, 2020",60.57,3.43,16.57,17.04,Clear.
"October 27, 2020",80.71,4.0,10.86,12.81,Clear.
"October 28, 2020",45.86,1.0,5.57,4.27,Clear.
"October 29, 2020",82.57,4.43,31.43,21.31,Clear.
"October 30, 2020",70.43,4.29,28.0,17.05,Clear.
"November 2, 2020",10.57,0.0,0.0,0.0,Clear.
"November 3, 2020",53.86,3.29,16.29,12.82,Clear.
"November 4, 2020",53.86,3.29,16.29,12.82,Clear.
"November 5, 2020",59.71,8.29,27.57,21.32,Sunny.
"November 6, 2020",59.0,2.86,21.29,12.8,Clear.
"November 7, 2020",31.0,1.71,16.14,8.56,Clear.
"November 8, 2020",57.43,4.71,19.86,17.15,Clear.
"November 9, 2020",79.0,1.43,7.14,8.56,Clear.
"November 10, 2020",49.71,1.0,5.57,4.28,Sunny.
"November 11, 2020",80.0,1.0,10.29,4.27,Clear.
"November 12, 2020",78.43,7.14,25.0,21.41,Clear.
"November 13, 2020",78.43,7.14,25.0,21.41,Clear.
"November 14, 2020",46.57,1.0,5.57,4.3,Sunny.
"November 15, 2020",77.71,3.71,15.57,12.79,Clear.
"November 16, 2020",75.43,4.57,33.0,21.31,Clear.
"November 17, 2020",75.43,4.57,33.0,21.31,Clear.
"November 18, 2020",51.57,7.43,23.0,17.15,Clear.
"November 19, 2020",70.29,3.14,23.14,12.83,Clear.
"November 20, 2020",49.57,0.71,10.0,4.27,Clear.
"November 21, 2020",52.29,4.57,20.0,17.15,Sunny.
"November 22, 2020",39.57,1.0,3.57,4.28,Clear.
"November 23, 2020",68.86,3.0,16.71,12.84,Clear.
"November 24, 2020",73.29,2.29,24.71,12.83,Clear.
"November 25, 2020",47.71,9.71,41.14,21.41,Clear.
"November 26, 2020",34.43,9.86,41.29,17.14,Overcast.
"November 27, 2020",47.0,11.14,42.14,21.51,Clear.
"November 28, 2020",57.86,15.71,47.71,25.86,Clear.
"November 29, 2020",17.57,4.57,19.29,8.62,Clear.
"November 30, 2020",42.71,1.71,9.29,8.58,Sunny.
"December 1, 2020",61.43,2.71,13.43,12.86,Clear.
"December 2, 2020",61.43,2.71,13.43,12.86,Clear.
"December 3, 2020",50.29,2.29,9.57,8.56,Clear.
"December 4, 2020",76.29,3.0,17.57,12.8,Clear.
"December 5, 2020",68.57,6.86,41.86,25.58,Clear.
"December 6, 2020",54.14,2.29,13.57,8.52,Clear.
"December 7, 2020",72.57,6.71,28.0,17.12,Clear.
"December 8, 2020",42.86,2.29,13.43,8.56,Sunny.
"December 11, 2020",59.0,1.71,16.14,8.57,Clear.
"December 12, 2020",30.71,6.0,24.14,12.83,Sunny.
"December 14, 2020",30.71,6.0,24.14,12.83,Sunny.
"December 15, 2020",10.0,1.29,7.14,4.3,Sunny.
"December 16, 2020",46.57,6.71,24.71,17.19,Clear.
"December 17, 2020",57.43,15.57,64.14,30.17,Clear.
"December 18, 2020",26.0,5.57,20.57,12.92,Clear.
"December 19, 2020",26.0,5.57,20.57,12.92,Clear.
"December 21, 2020",7.71,0.0,0.0,0.0,Clear.
"December 22, 2020",19.71,2.43,12.57,8.57,Scattered clouds.
"December 23, 2020",44.29,2.71,10.57,8.55,Passing clouds.
"December 24, 2020",57.29,7.43,40.86,25.65,Clear.
"December 25, 2020",48.29,8.29,31.57,21.4,Sunny.
"December 26, 2020",66.57,12.86,42.14,29.97,Clear.
"December 27, 2020",17.29,2.29,19.14,8.56,Clear.
"December 28, 2020",37.0,2.71,13.0,12.85,Clear.
"December 29, 2020",37.0,2.71,13.0,12.85,Clear.
"December 31, 2020",22.43,0.71,8.29,4.29,Clear.
"January 1, 2021",32.57,4.0,28.0,17.15,Clear.
"January 2, 2021",32.57,4.0,28.0,17.15,Clear.
"January 3, 2021",44.0,7.14,27.29,21.44,Scattered clouds.
"January 4, 2021",51.71,6.71,23.57,17.11,Clear.
"January 5, 2021",15.43,0.0,0.0,0.0,Clear.
"January 7, 2021",8.43,0.0,0.0,0.0,Clear.
"January 8, 2021",19.14,2.71,14.71,8.57,Sunny.
"January 9, 2021",9.14,3.0,4.14,4.28,Sunny.
"January 10, 2021",9.14,3.0,4.14,4.28,Sunny.
"January 11, 2021",54.29,9.86,35.86,25.72,Clear.
"January 12, 2021",54.29,9.86,35.86,25.72,Clear.
"January 13, 2021",35.14,0.0,0.0,0.0,Sunny.
"January 14, 2021",62.43,1.43,8.0,8.56,Clear.
"January 15, 2021",64.86,1.0,8.29,8.54,Clear.
"January 16, 2021",73.71,11.43,56.14,34.17,Clear.
"January 17, 2021",70.57,14.71,58.86,34.17,Clear.
"January 18, 2021",62.57,3.0,23.0,12.79,Clear.
"January 19, 2021",42.43,10.86,46.71,21.41,Sunny.
"January 20, 2021",67.29,9.71,55.71,25.71,Clear.
"January 21, 2021",55.57,4.0,22.0,12.8,Clear.
"January 22, 2021",55.57,4.0,22.0,12.8,Clear.
"January 23, 2021",37.29,5.86,43.0,17.05,Clear.
"January 25, 2021",45.57,3.71,27.0,12.83,Clear.
"January 26, 2021",42.43,1.71,16.71,12.88,Clear.
"January 27, 2021",38.43,1.43,9.86,8.57,Sunny.
"January 28, 2021",26.71,0.71,3.0,4.28,Clear.
"January 29, 2021",64.14,3.14,19.29,17.17,Clear.
"January 30, 2021",56.14,1.29,4.14,4.29,Clear.
"January 31, 2021",56.14,1.29,4.14,4.29,Clear.
"February 1, 2021",49.43,2.71,10.43,8.58,Sunny.
"February 2, 2021",49.43,2.71,10.43,8.58,Sunny.
"February 3, 2021",20.43,1.0,15.29,8.58,Clear.
"February 4, 2021",41.71,0.29,7.86,4.28,Sunny.
"February 5, 2021",49.14,5.71,18.71,12.86,Clear.
"February 6, 2021",60.43,4.0,23.43,17.17,Clear.
"February 8, 2021",55.29,2.43,21.57,12.89,Clear.
"February 10, 2021",24.57,2.0,6.0,4.28,Sunny.
"February 11, 2021",49.57,3.29,18.14,12.83,Clear.
"February 12, 2021",31.43,0.29,8.71,4.28,Partly sunny.
"February 13, 2021",43.0,3.14,15.86,12.8,Clear.
"February 14, 2021",8.43,0.0,0.0,0.0,Sunny.
"February 15, 2021",53.14,2.71,14.14,8.54,Clear.
"February 16, 2021",41.43,1.71,16.14,12.79,Scattered clouds.
"February 17, 2021",52.43,1.57,26.71,12.8,Clear.
"February 18, 2021",9.57,0.0,0.0,0.0,Clear.
"February 19, 2021",33.29,0.0,0.0,0.0,Sunny.
"February 20, 2021",35.14,3.29,10.71,12.87,Sunny.
"February 21, 2021",63.86,2.43,23.71,17.16,Clear.
"February 22, 2021",34.86,0.0,0.0,0.0,Passing clouds.
"February 23, 2021",9.43,0.0,0.0,0.0,Sunny.
"February 24, 2021",25.86,2.0,7.86,8.52,Sunny.
"February 25, 2021",57.29,10.43,43.0,21.28,Clear.
"February 26, 2021",57.14,6.0,42.57,21.3,Sunny.
"February 28, 2021",70.86,10.14,41.71,25.52,Clear.
"March 1, 2021",44.43,3.43,5.14,8.56,Sunny.
"March 2, 2021",44.43,3.43,5.14,8.56,Sunny.
"March 3, 2021",42.57,0.0,0.0,0.0,Clear.
"March 4, 2021",44.86,5.57,19.14,17.05,Clear.
"March 5, 2021",92.0,2.57,15.71,8.52,Clear.
"March 6, 2021",59.86,4.43,29.29,21.32,Clear.
"March 7, 2021",84.43,14.86,53.0,34.08,Clear.
"March 8, 2021",92.86,16.57,73.0,33.99,Clear.
"March 9, 2021",81.57,6.86,48.57,25.54,Clear.
"March 10, 2021",59.86,3.43,29.0,17.07,Clear.
"March 11, 2021",69.14,5.14,28.43,21.32,Clear.
"March 12, 2021",58.43,10.86,39.86,21.3,Sunny.
"March 13, 2021",76.0,13.29,58.57,29.9,Clear.
"March 14, 2021",89.29,10.43,50.29,29.99,Clear.
"March 15, 2021",73.29,5.57,19.0,17.05,Clear.
"March 16, 2021",84.0,1.71,16.57,8.53,Clear.
"March 17, 2021",84.14,4.71,40.86,21.3,Clear.
"March 18, 2021",71.86,7.29,37.14,25.54,Clear.
"March 19, 2021",71.43,5.0,33.86,21.27,Clear.
"March 20, 2021",83.14,4.57,23.43,17.03,Passing clouds.
"March 21, 2021",60.29,4.71,23.43,21.27,Clear.
"March 22, 2021",95.43,12.43,51.43,33.97,Clear.
"March 23, 2021",33.14,5.0,28.0,12.76,Clear.
"March 24, 2021",82.57,4.43,29.43,17.05,Clear.
"March 25, 2021",95.14,4.86,39.71,29.89,Clear.
"March 26, 2021",84.43,3.71,19.86,17.1,Clear.
"March 27, 2021",62.71,6.86,13.14,17.03,Clear.
"March 28, 2021",49.71,11.0,25.71,25.51,Clear.
"March 29, 2021",61.43,13.14,46.57,29.71,Clear.
"March 30, 2021",25.57,3.71,15.0,8.48,Sunny.
"March 31, 2021",25.57,3.71,15.0,8.48,Sunny.
"April 1, 2021",73.14,4.71,0.0,0.0,Clear.
"April 2, 2021",73.14,4.71,0.0,0.0,Clear.
"April 3, 2021",26.86,3.43,7.14,12.71,Clear.
"April 4, 2021",48.29,5.29,18.71,16.97,Clear.
"April 5, 2021",64.14,12.29,42.29,25.49,Clear.
"April 6, 2021",47.57,11.14,41.57,21.23,Clear.
"April 7, 2021",73.0,14.43,57.0,33.96,Clear.
"April 8, 2021",72.14,9.0,37.71,25.53,Clear.
"April 9, 2021",98.86,3.43,20.29,21.28,Clear.
"April 10, 2021",74.43,6.14,27.57,25.52,Clear.
"April 11, 2021",52.71,2.43,7.57,8.52,Clear.
"April 12, 2021",49.57,2.14,5.71,8.51,Clear.
"April 13, 2021",39.43,3.57,9.29,12.76,Clear.
"April 14, 2021",63.29,9.71,31.71,29.81,Clear.
"April 15, 2021",95.71,14.29,54.86,34.03,Clear.
"April 16, 2021",86.43,14.29,57.43,33.98,Clear.
"April 17, 2021",100.14,12.86,51.86,34.0,Passing clouds.
