,Temp,Wind,Barometer,Visibility,Weather
"February 6, 2020",35.14,7.43,46.86,0.0,Fog.
"February 7, 2020",37.29,7.29,71.86,0.0,Drizzle. Overcast.
"February 8, 2020",11.71,1.43,17.0,0.0,Clear.
"February 9, 2020",31.43,4.43,38.57,0.0,Fog.
"February 10, 2020",31.43,4.43,38.57,0.0,Fog.
"February 11, 2020",46.0,16.0,39.43,0.0,Passing clouds.
"February 12, 2020",34.86,7.29,32.57,0.0,Partly sunny.
"February 13, 2020",27.86,10.71,40.86,0.0,Light rain. Overcast.
"February 14, 2020",25.43,8.86,26.29,0.0,Haze.
"February 15, 2020",28.43,3.43,19.71,0.0,Sunny.
"February 16, 2020",41.14,7.14,41.43,0.0,Haze.
"February 17, 2020",41.14,7.14,41.43,0.0,Haze.
"February 18, 2020",45.14,6.57,48.14,0.0,Passing clouds.
"February 19, 2020",45.14,6.57,48.14,0.0,Passing clouds.
"February 20, 2020",20.43,6.29,17.0,0.0,Haze.
"February 21, 2020",29.43,7.0,23.71,0.0,Scattered clouds.
"February 22, 2020",13.29,3.71,13.71,0.0,Overcast.
"February 23, 2020",35.29,8.0,33.57,0.0,Haze.
"February 24, 2020",35.29,8.0,33.57,0.0,Haze.
"February 25, 2020",33.14,6.29,23.14,0.0,Passing clouds.
"February 26, 2020",24.71,6.29,14.14,0.0,Clear.
"February 27, 2020",58.43,6.14,29.57,0.0,Haze.
"February 28, 2020",37.43,11.86,19.0,0.0,Passing clouds.
"February 29, 2020",37.43,11.86,19.0,0.0,Passing clouds.
"March 1, 2020",40.43,6.29,31.57,0.0,Clear.
"March 2, 2020",40.43,6.29,31.57,0.0,Clear.
"March 3, 2020",40.43,6.29,31.57,0.0,Clear.
"March 4, 2020",49.43,7.0,40.86,0.0,Haze.
"March 5, 2020",29.57,6.57,30.29,0.0,Passing clouds.
"March 6, 2020",30.43,9.29,50.43,0.0,Overcast.
"March 7, 2020",35.29,11.0,39.86,0.0,Overcast.
"March 8, 2020",36.71,14.86,25.71,0.0,Haze.
"March 9, 2020",15.29,2.0,4.0,0.0,Haze.
"March 10, 2020",46.29,15.0,31.43,0.0,Haze.
"March 11, 2020",31.71,7.0,45.71,0.0,Overcast.
"March 12, 2020",39.86,13.29,70.43,0.0,Overcast.
"March 13, 2020",43.14,14.71,48.43,0.0,Passing clouds.
"March 14, 2020",33.71,5.29,26.57,0.0,Haze.
"March 15, 2020",40.43,7.43,41.0,0.0,Clear.
"March 16, 2020",57.86,14.0,48.14,0.0,Haze.
"March 17, 2020",60.71,11.57,37.0,0.0,Overcast.
"March 18, 2020",33.86,6.71,24.0,0.0,Passing clouds.
"March 19, 2020",48.71,9.0,37.43,0.0,Clear.
"March 20, 2020",50.57,7.0,36.29,0.0,Haze.
"March 21, 2020",53.43,13.43,35.71,0.0,Passing clouds.
"March 22, 2020",41.57,6.14,28.71,0.0,Passing clouds.
"March 23, 2020",33.57,13.14,23.71,0.0,Overcast.
"March 24, 2020",41.0,11.71,43.14,0.0,Overcast.
"March 25, 2020",33.57,7.86,29.29,0.0,Haze.
"March 26, 2020",58.14,13.43,48.29,0.0,Passing clouds.
"March 27, 2020",41.71,9.14,35.29,0.0,Partly sunny.
"March 28, 2020",31.57,10.29,26.71,0.0,Overcast.
"March 29, 2020",31.57,10.29,26.71,0.0,Overcast.
"March 30, 2020",38.86,9.43,36.29,0.0,Passing clouds.
"March 31, 2020",39.43,5.86,45.86,0.0,Light rain. Overcast.
"April 1, 2020",55.57,12.43,51.14,0.0,Clear.
"April 2, 2020",55.57,12.43,51.14,0.0,Clear.
"April 3, 2020",41.14,5.57,31.43,0.0,Clear.
"April 4, 2020",54.14,9.14,26.0,0.0,Haze.
"April 5, 2020",25.57,6.57,21.71,0.0,Light rain. Overcast.
"April 6, 2020",54.29,9.86,28.43,0.0,Sunny.
"April 7, 2020",33.86,9.86,17.43,0.0,Passing clouds.
"April 8, 2020",35.29,7.0,14.29,0.0,Passing clouds.
"April 9, 2020",54.71,8.29,25.0,0.0,Haze.
"April 10, 2020",34.57,7.29,18.71,0.0,Passing clouds.
"April 11, 2020",54.71,7.43,26.0,0.0,Passing clouds.
"April 12, 2020",42.0,8.29,23.14,0.0,Passing clouds.
"April 13, 2020",42.0,8.29,23.14,0.0,Passing clouds.
"April 14, 2020",51.29,9.0,21.14,0.0,Passing clouds.
"April 15, 2020",62.71,12.14,25.86,0.0,Haze.
"April 16, 2020",62.71,12.14,25.86,0.0,Haze.
"April 17, 2020",58.43,9.71,51.43,0.0,Haze.
"April 18, 2020",24.57,4.57,21.43,0.0,Haze.
"April 19, 2020",42.71,6.43,39.0,0.0,Haze.
"April 20, 2020",34.57,4.14,30.14,0.0,Passing clouds.
"April 21, 2020",34.0,6.0,25.0,0.0,Overcast.
"April 22, 2020",17.71,3.29,10.43,0.0,Passing clouds.
"April 23, 2020",72.86,9.86,53.14,0.0,Passing clouds.
"April 24, 2020",72.86,9.86,53.14,0.0,Passing clouds.
"April 25, 2020",69.29,12.57,36.86,0.0,Haze.
"April 26, 2020",37.0,6.71,25.29,0.0,Overcast.
"April 27, 2020",52.57,9.29,20.86,0.0,Sunny.
"April 28, 2020",20.0,3.29,8.57,0.0,Clear.
"April 29, 2020",64.43,16.0,29.43,0.0,Passing clouds.
"May 1, 2020",61.57,12.14,29.0,0.0,Passing clouds.
"May 2, 2020",61.57,12.14,29.0,0.0,Passing clouds.
"May 3, 2020",61.57,12.14,29.0,0.0,Passing clouds.
"May 4, 2020",61.57,12.14,29.0,0.0,Passing clouds.
"May 5, 2020",61.14,14.29,28.71,0.0,Passing clouds.
"May 6, 2020",63.57,14.0,20.29,0.0,Haze.
"May 7, 2020",51.86,8.0,19.57,0.0,Clear.
"May 8, 2020",20.0,2.0,6.57,0.0,Haze.
"May 9, 2020",20.71,2.0,7.14,0.0,Clear.
"May 10, 2020",69.29,12.71,18.14,0.0,Clear.
"May 11, 2020",44.43,7.29,8.57,0.0,Clear.
"May 12, 2020",43.14,4.43,10.86,0.0,Passing clouds.
"May 13, 2020",31.57,6.71,12.43,0.0,Haze.
"May 14, 2020",40.14,14.43,32.57,0.0,Haze.
"May 15, 2020",28.29,8.57,21.43,0.0,Thundershowers. Overcast.
"May 16, 2020",28.29,8.57,21.43,0.0,Thundershowers. Overcast.
"May 17, 2020",69.71,17.14,23.43,0.0,Clear.
"May 18, 2020",80.0,19.29,25.29,0.0,Clear.
"May 19, 2020",43.57,8.29,9.29,0.0,Sunny.
"May 20, 2020",72.71,11.71,21.71,0.0,Haze.
"May 21, 2020",60.29,11.86,20.0,0.0,Clear.
"May 22, 2020",40.43,7.71,14.86,0.0,Clear.
"May 23, 2020",42.43,9.43,14.29,0.0,Passing clouds.
"May 24, 2020",41.86,4.14,12.86,0.0,Clear.
"May 25, 2020",34.86,4.29,5.29,0.0,Sunny.
"May 26, 2020",59.57,9.86,7.14,0.0,Clear.
"May 27, 2020",56.43,9.57,10.14,0.0,Clear.
"May 28, 2020",90.86,15.29,16.29,0.0,Clear.
"May 29, 2020",69.86,12.71,17.0,0.0,Haze.
"May 30, 2020",47.0,10.14,10.29,0.0,Overcast.
"May 31, 2020",64.29,14.0,23.86,0.0,Overcast.
"June 1, 2020",54.14,10.86,20.0,0.0,Clear.
"June 2, 2020",54.14,10.86,20.0,0.0,Clear.
"June 3, 2020",56.14,15.43,18.29,0.0,Clear.
"June 5, 2020",56.14,15.43,18.29,0.0,Clear.
"June 6, 2020",11.29,2.0,4.29,0.0,Haze.
"June 7, 2020",59.29,10.71,19.43,0.0,Passing clouds.
"June 8, 2020",34.29,7.57,12.57,0.0,Sunny.
"June 9, 2020",85.14,15.71,28.43,0.0,Clear.
"June 10, 2020",11.0,2.0,5.57,0.0,Clear.
"June 11, 2020",12.86,2.57,1.86,0.0,Passing clouds.
"June 12, 2020",35.29,5.86,4.86,0.0,Sunny.
"June 13, 2020",45.71,7.57,10.0,0.0,Sunny.
"June 14, 2020",67.0,12.57,17.29,0.0,Clear.
"June 15, 2020",81.57,16.14,19.43,0.0,Clear.
"June 16, 2020",57.29,7.71,14.71,0.0,Clear.
"June 17, 2020",46.86,8.29,10.86,0.0,Clear.
"June 18, 2020",11.57,1.0,3.14,0.0,Sunny.
"June 19, 2020",50.0,10.71,7.71,0.0,Clear.
"June 20, 2020",49.29,8.43,10.86,0.0,Clear.
"June 21, 2020",50.29,8.0,7.86,0.0,Sunny.
"June 22, 2020",47.86,6.71,14.29,0.0,Clear.
"June 23, 2020",27.14,5.0,7.86,0.0,Sunny.
"June 24, 2020",22.71,5.86,9.86,0.0,Haze.
"June 25, 2020",52.0,9.86,14.57,0.0,Partly sunny.
"June 26, 2020",50.71,10.57,12.86,0.0,Sunny.
"June 27, 2020",61.86,7.57,18.57,0.0,Clear.
"June 28, 2020",36.29,5.0,11.14,0.0,Clear.
"June 29, 2020",61.0,9.0,17.0,0.0,Clear.
"June 30, 2020",74.43,9.29,15.0,0.0,Clear.
"July 1, 2020",35.29,9.14,15.57,0.0,Passing clouds.
"July 2, 2020",35.29,9.14,15.57,0.0,Passing clouds.
"July 3, 2020",21.0,1.43,12.14,0.0,Clear.
"July 4, 2020",41.43,9.86,5.43,0.0,Sunny.
"July 5, 2020",26.57,5.14,3.86,0.0,Clear.
"July 6, 2020",58.29,8.14,9.57,0.0,Clear.
"July 7, 2020",72.57,12.71,17.57,0.0,Haze.
"July 8, 2020",47.86,8.71,11.86,0.0,Clear.
"July 9, 2020",36.86,4.71,11.29,0.0,Clear.
"July 10, 2020",40.29,7.86,7.0,0.0,Scattered clouds.
"July 11, 2020",47.57,8.86,15.0,0.0,Clear.
"July 12, 2020",52.57,8.71,10.71,0.0,Sunny.
"July 13, 2020",85.71,15.14,26.14,0.0,Passing clouds.
"July 14, 2020",63.0,14.43,20.43,0.0,Haze.
"July 15, 2020",27.14,5.14,6.14,0.0,Haze.
"July 16, 2020",27.43,4.0,5.57,0.0,Passing clouds.
"July 17, 2020",63.86,10.86,20.0,0.0,Passing clouds.
"July 18, 2020",10.43,3.29,5.43,0.0,Passing clouds.
"July 19, 2020",25.43,4.57,6.14,0.0,Passing clouds.
"July 20, 2020",38.43,7.43,10.71,0.0,Passing clouds.
"July 21, 2020",35.0,5.0,15.43,0.0,Clear.
"July 22, 2020",59.43,11.71,20.0,0.0,Haze.
"July 23, 2020",50.14,11.71,15.0,0.0,Haze.
"July 24, 2020",48.29,7.86,13.43,0.0,Haze.
"July 25, 2020",38.86,8.29,10.14,0.0,Scattered clouds.
"July 26, 2020",23.29,5.0,12.14,0.0,Sunny.
"July 27, 2020",47.71,8.14,21.0,0.0,Scattered clouds.
"July 28, 2020",10.71,2.29,5.43,0.0,Passing clouds.
"July 29, 2020",12.29,1.0,3.71,0.0,Clear.
"July 30, 2020",52.43,7.57,6.71,0.0,Clear.
"July 31, 2020",59.43,10.86,19.0,0.0,Clear.
"August 1, 2020",72.43,14.29,33.14,0.0,Passing clouds.
"August 2, 2020",72.43,14.29,33.14,0.0,Passing clouds.
"August 3, 2020",51.71,9.86,13.57,0.0,Sunny.
"August 4, 2020",48.14,7.43,13.29,0.0,Clear.
"August 5, 2020",11.71,2.0,4.0,0.0,Haze.
"August 6, 2020",46.29,5.43,18.0,0.0,Clear.
"August 7, 2020",36.29,9.43,13.71,0.0,Passing clouds.
"August 8, 2020",34.86,9.57,17.86,0.0,Passing clouds.
"August 9, 2020",10.43,1.71,9.86,0.0,Light rain. Overcast.
"August 10, 2020",19.71,2.71,22.0,0.0,Overcast.
"August 12, 2020",21.0,2.0,19.43,0.0,Overcast.
"August 13, 2020",65.0,8.43,17.71,0.0,Sunny.
"August 14, 2020",75.14,9.43,23.86,0.0,Clear.
"August 15, 2020",52.86,9.71,15.14,0.0,Sunny.
"August 16, 2020",48.0,8.71,24.71,0.0,Haze.
"August 17, 2020",36.57,7.43,21.29,0.0,Passing clouds.
"August 18, 2020",40.86,7.0,13.14,0.0,Haze.
"August 19, 2020",50.0,6.0,19.57,0.0,Clear.
"August 20, 2020",37.57,6.57,13.86,0.0,Clear.
"August 21, 2020",70.86,8.0,22.86,0.0,Clear.
"August 22, 2020",35.57,8.29,18.14,0.0,Haze.
"August 23, 2020",36.86,7.57,16.57,0.0,Passing clouds.
"August 24, 2020",39.14,6.29,14.43,0.0,Passing clouds.
"August 25, 2020",39.14,6.29,14.43,0.0,Passing clouds.
"August 26, 2020",43.71,8.29,38.29,0.0,Passing clouds.
"August 27, 2020",43.71,8.29,38.29,0.0,Passing clouds.
"August 28, 2020",66.14,11.43,47.43,0.0,Light rain. Overcast.
"August 29, 2020",43.0,6.29,13.86,0.0,Clear.
"August 30, 2020",40.43,4.43,14.57,0.0,Clear.
"August 31, 2020",22.86,2.57,6.57,0.0,Scattered clouds.
"September 1, 2020",10.0,1.0,3.86,0.0,Clear.
"September 2, 2020",10.0,1.0,3.86,0.0,Clear.
"September 3, 2020",12.0,2.57,1.43,0.0,Passing clouds.
"September 4, 2020",39.43,5.43,11.71,0.0,Clear.
"September 5, 2020",43.57,5.29,12.14,0.0,Haze.
"September 6, 2020",46.14,6.43,8.71,0.0,Passing clouds.
"September 7, 2020",86.71,10.57,18.43,0.0,Clear.
"September 8, 2020",63.86,9.0,14.43,0.0,Clear.
"September 9, 2020",66.71,8.57,13.43,0.0,Clear.
"September 10, 2020",49.86,5.71,16.0,0.0,Clear.
"September 11, 2020",54.86,7.0,12.29,0.0,Clear.
"September 12, 2020",30.29,3.0,9.14,0.0,Sunny.
"September 13, 2020",23.57,2.71,4.14,0.0,Scattered clouds.
"September 14, 2020",54.0,6.14,15.86,0.0,Clear.
"September 15, 2020",64.86,8.0,19.71,0.0,Clear.
"September 16, 2020",53.14,6.29,14.86,0.0,Clear.
"September 17, 2020",33.14,4.0,6.14,0.0,Scattered clouds.
"September 22, 2020",71.86,11.0,16.43,0.0,Clear.
"September 23, 2020",11.0,1.71,2.29,0.0,Sunny.
"September 24, 2020",30.71,5.57,7.0,0.0,Sunny.
"September 25, 2020",60.57,8.14,17.14,0.0,Clear.
"September 26, 2020",48.14,8.0,15.14,0.0,Clear.
"September 27, 2020",8.14,0.71,4.43,0.0,Clear.
"September 28, 2020",33.43,6.29,1.71,0.0,Sunny.
"September 29, 2020",61.71,10.29,15.14,0.0,Clear.
"September 30, 2020",38.0,6.71,14.29,0.0,Clear.
"October 1, 2020",28.29,6.71,9.43,0.0,Clear.
"October 2, 2020",28.29,6.71,9.43,0.0,Clear.
"October 3, 2020",50.29,11.86,15.29,0.0,Sunny.
"October 4, 2020",56.57,8.0,21.57,0.0,Clear.
"October 5, 2020",56.86,7.14,22.14,0.0,Clear.
"October 6, 2020",60.43,7.57,15.14,0.0,Clear.
"October 7, 2020",49.29,6.43,16.29,0.0,Clear.
"October 8, 2020",68.0,9.86,19.57,0.0,Clear.
"October 9, 2020",17.71,2.0,7.29,0.0,Clear.
"October 10, 2020",48.86,7.71,14.57,0.0,Clear.
"October 11, 2020",64.14,10.86,21.0,0.0,Clear.
"October 12, 2020",61.71,12.57,23.86,0.0,Clear.
"October 13, 2020",40.57,8.57,15.43,0.0,Clear.
"October 14, 2020",45.71,8.43,19.86,0.0,Clear.
"October 16, 2020",41.0,6.43,18.29,0.0,Clear.
"October 17, 2020",35.86,6.0,7.0,0.0,Sunny.
"October 18, 2020",15.57,2.43,7.43,0.0,Clear.
"October 19, 2020",16.86,2.71,3.57,0.0,Sunny.
"October 20, 2020",35.43,4.14,16.57,0.0,Clear.
"October 21, 2020",61.86,9.43,27.29,0.0,Clear.
"October 22, 2020",61.86,9.43,27.29,0.0,Clear.
"October 23, 2020",43.57,6.86,13.14,0.0,Sunny.
"October 24, 2020",50.29,8.43,15.71,0.0,Sunny.
"October 25, 2020",36.43,4.86,26.71,0.0,Clear.
"October 26, 2020",39.71,7.0,17.43,0.0,Clear.
"October 27, 2020",31.29,4.86,15.0,0.0,Clear.
"October 28, 2020",31.29,4.86,15.0,0.0,Clear.
"October 29, 2020",40.86,6.0,14.86,0.0,Clear.
"October 30, 2020",38.14,4.71,19.0,0.0,Clear.
"November 2, 2020",7.14,0.71,2.29,0.0,Clear.
"November 3, 2020",7.14,0.71,2.29,0.0,Clear.
"November 4, 2020",36.57,5.14,12.71,0.0,Clear.
"November 5, 2020",35.0,5.43,9.14,0.0,Sunny.
"November 6, 2020",43.57,5.86,12.29,0.0,Clear.
"November 7, 2020",19.14,2.14,13.71,0.0,Clear.
"November 8, 2020",40.0,4.57,14.29,0.0,Clear.
"November 9, 2020",50.0,4.0,5.57,0.0,Clear.
"November 10, 2020",27.43,2.71,7.57,0.0,Haze.
"November 11, 2020",24.0,3.43,11.57,0.0,Clear.
"November 12, 2020",47.14,6.29,26.57,0.0,Clear.
"November 13, 2020",13.57,2.71,8.57,0.0,Passing clouds.
"November 14, 2020",38.86,7.86,15.71,0.0,Scattered clouds.
"November 15, 2020",44.43,8.29,56.71,0.0,Light rain. Overcast.
"November 16, 2020",43.43,13.43,66.43,0.0,Fog.
"November 17, 2020",24.86,3.0,22.43,0.0,Scattered clouds.
"November 18, 2020",38.14,6.14,41.57,0.0,Clear.
"November 19, 2020",38.0,7.71,21.57,0.0,Haze.
"November 20, 2020",32.43,7.29,41.43,0.0,Overcast.
"November 21, 2020",25.86,6.0,30.57,0.0,Sunny.
"November 22, 2020",12.29,1.71,4.0,0.0,Sunny.
"November 23, 2020",40.57,3.86,23.0,0.0,Passing clouds.
"November 24, 2020",42.57,8.43,30.57,0.0,Overcast.
"November 25, 2020",19.86,5.29,26.57,0.0,Overcast.
"November 26, 2020",18.43,3.0,37.0,0.0,Drizzle. Overcast.
"November 27, 2020",25.29,1.43,10.86,0.0,Clear.
"November 28, 2020",20.71,2.43,16.57,0.0,Sunny.
"November 29, 2020",10.57,1.43,16.86,0.0,Clear.
"November 30, 2020",34.57,4.43,7.43,0.0,Haze.
"December 1, 2020",39.43,3.86,21.0,0.0,Clear.
"December 2, 2020",39.43,3.86,21.0,0.0,Clear.
"December 3, 2020",38.43,4.14,19.57,0.0,Clear.
"December 4, 2020",53.0,5.86,28.0,0.0,Clear.
"December 5, 2020",34.86,6.86,12.0,0.0,Sunny.
"December 6, 2020",29.57,4.14,20.57,0.0,Clear.
"December 7, 2020",50.29,5.29,46.0,0.0,Haze.
"December 8, 2020",35.57,11.86,21.29,0.0,Overcast.
"December 11, 2020",44.0,8.14,46.57,0.0,Light rain. Overcast.
"December 12, 2020",5.86,1.29,11.43,0.0,Overcast.
"December 14, 2020",5.29,0.71,11.0,0.0,Overcast.
"December 15, 2020",13.71,5.57,22.43,0.0,Sunny.
"December 16, 2020",18.71,5.14,18.0,0.0,Clear.
"December 17, 2020",26.57,3.43,9.71,0.0,Clear.
"December 18, 2020",15.29,1.29,2.29,0.0,Clear.
"December 19, 2020",39.71,4.14,29.29,0.0,Clear.
"December 21, 2020",5.14,0.71,7.71,0.0,Haze.
"December 22, 2020",13.29,2.71,10.43,0.0,Sunny.
"December 23, 2020",8.57,0.0,0.0,0.0,Clear.
"December 24, 2020",20.0,1.71,10.0,0.0,Clear.
"December 25, 2020",10.29,1.71,15.43,0.0,Sunny.
"December 26, 2020",32.43,13.86,19.86,0.0,Clear.
"December 27, 2020",11.43,4.29,9.86,0.0,Haze.
"December 28, 2020",18.71,13.43,25.71,0.0,Haze.
"December 29, 2020",31.71,10.57,34.14,0.0,Clear.
"December 31, 2020",8.86,2.14,24.57,0.0,Clear.
"January 1, 2021",10.43,2.43,8.0,0.0,Clear.
"January 2, 2021",10.43,2.43,8.0,0.0,Clear.
"January 3, 2021",24.14,3.43,15.0,0.0,Sunny.
"January 4, 2021",26.0,3.14,18.0,0.0,Clear.
"January 5, 2021",6.86,0.71,7.71,0.0,Clear.
"January 7, 2021",5.29,1.29,5.0,0.0,Passing clouds.
"January 8, 2021",4.71,1.0,6.14,0.0,Sunny.
"January 9, 2021",5.57,2.0,3.43,0.0,Sunny.
"January 10, 2021",13.71,2.43,14.0,0.0,Sunny.
"January 11, 2021",30.86,5.43,21.14,0.0,Clear.
"January 12, 2021",10.14,1.0,2.0,0.0,Clear.
"January 13, 2021",7.57,1.43,13.14,0.0,Sunny.
"January 14, 2021",25.43,3.14,15.57,0.0,Clear.
"January 15, 2021",38.86,4.57,26.86,0.0,Clear.
"January 16, 2021",38.0,5.86,31.57,0.0,Clear.
"January 17, 2021",48.43,7.71,33.43,0.0,Clear.
"January 18, 2021",43.57,7.0,26.29,0.0,Clear.
"January 19, 2021",27.57,3.71,12.57,4.44,Sunny.
"January 20, 2021",54.43,8.29,33.86,0.0,Clear.
"January 21, 2021",43.86,6.0,26.14,0.0,Clear.
"January 22, 2021",19.43,2.71,18.29,0.0,Haze.
"January 23, 2021",23.86,6.57,25.71,0.0,Clear.
"January 25, 2021",8.43,3.0,12.14,0.0,Clear.
"January 26, 2021",12.57,1.43,7.71,0.0,Clear.
"January 27, 2021",24.71,4.0,6.0,0.0,Sunny.
"January 28, 2021",15.29,3.14,7.29,0.0,Clear.
"January 29, 2021",33.43,4.14,13.57,0.0,Clear.
"January 30, 2021",26.29,4.43,6.57,0.0,Sunny.
"January 31, 2021",13.57,1.71,5.43,0.0,Scattered clouds.
"February 1, 2021",46.29,7.29,25.71,0.0,Clear.
"February 3, 2021",46.29,7.29,25.71,0.0,Clear.
"February 4, 2021",13.57,2.29,8.29,0.0,Haze.
"February 5, 2021",12.0,2.0,1.43,0.0,Clear.
"February 6, 2021",30.0,3.71,16.0,0.0,Sunny.
"February 8, 2021",23.57,2.43,7.71,0.0,Sunny.
"February 10, 2021",26.14,3.0,1.43,0.0,Clear.
"February 11, 2021",33.29,4.43,16.71,0.0,Clear.
"February 12, 2021",21.86,3.14,11.29,0.0,Sunny.
"February 13, 2021",19.57,2.71,1.71,0.0,Partly sunny.
"February 14, 2021",6.29,0.71,4.57,0.0,Haze.
"February 15, 2021",22.0,2.43,9.43,0.0,Clear.
"February 16, 2021",16.29,3.29,2.29,0.0,Sunny.
"February 18, 2021",28.57,4.71,7.71,0.0,Clear.
"February 19, 2021",5.14,0.0,0.0,0.0,Sunny.
"February 20, 2021",27.43,3.29,6.57,0.0,Haze.
"February 21, 2021",48.71,6.71,23.43,0.0,Passing clouds.
"February 22, 2021",28.29,4.0,10.71,0.0,Scattered clouds.
"February 23, 2021",7.14,0.71,6.43,0.0,Haze.
"February 24, 2021",19.14,4.29,6.43,0.0,Passing clouds.
"February 25, 2021",45.29,8.29,18.86,0.0,Clear.
"February 26, 2021",45.86,9.71,20.14,0.0,Haze.
"February 28, 2021",33.71,12.71,36.86,0.0,Overcast.
"March 1, 2021",30.71,3.71,1.86,0.0,Sunny.
"March 2, 2021",30.71,3.71,1.86,0.0,Sunny.
"March 3, 2021",23.14,4.43,9.0,0.0,Clear.
"March 4, 2021",32.0,5.43,16.0,0.0,Clear.
"March 5, 2021",34.29,5.57,14.57,0.0,Sunny.
"March 6, 2021",34.29,5.57,14.57,0.0,Sunny.
"March 7, 2021",63.57,15.0,25.43,0.0,Haze.
"March 8, 2021",59.14,10.71,16.57,0.0,Passing clouds.
"March 9, 2021",48.43,5.71,13.0,0.0,Clear.
"March 11, 2021",19.57,5.14,5.57,0.0,Sunny.
"March 12, 2021",9.43,3.29,5.71,0.0,Scattered clouds.
"March 13, 2021",42.57,13.57,28.29,0.0,Passing clouds.
"March 14, 2021",66.43,25.0,55.43,0.0,Clear.
"March 15, 2021",33.86,7.29,23.71,0.0,Overcast.
"March 16, 2021",42.29,4.86,29.0,0.0,Passing clouds.
"March 17, 2021",42.29,4.86,29.0,0.0,Passing clouds.
"March 18, 2021",37.0,4.71,13.29,0.0,Haze.
"March 19, 2021",38.29,3.71,12.57,0.0,Clear.
"March 20, 2021",56.86,11.86,32.29,0.0,Passing clouds.
"March 21, 2021",36.0,10.14,26.0,0.0,Overcast.
"March 22, 2021",62.43,13.0,44.86,0.0,Thundershowers. Overcast.
"March 23, 2021",13.57,4.29,18.14,0.0,Low clouds.
"March 24, 2021",47.86,8.14,16.29,0.0,Clear.
"March 25, 2021",44.57,5.0,20.57,0.0,Partly sunny.
"March 26, 2021",42.86,5.14,30.57,0.0,Overcast.
"March 27, 2021",61.29,7.57,17.29,0.0,Sunny.
"March 28, 2021",69.29,10.43,26.43,0.0,Clear.
"March 29, 2021",73.29,19.29,24.86,0.0,Clear.
"March 30, 2021",9.71,2.57,2.71,0.0,Haze.
"March 31, 2021",18.0,4.57,3.14,0.0,Sunny.
"April 1, 2021",62.86,12.14,13.0,0.0,Clear.
"April 2, 2021",62.86,12.14,13.0,0.0,Clear.
"April 3, 2021",29.57,9.14,6.57,0.0,Clear.
"April 4, 2021",39.57,5.71,12.71,0.0,Clear.
"April 5, 2021",63.43,18.86,16.86,0.0,Clear.
"April 6, 2021",41.43,11.29,13.71,0.0,Overcast.
"April 7, 2021",55.29,16.57,20.86,0.0,Overcast.
"April 8, 2021",42.86,7.29,6.86,0.0,Clear.
"April 9, 2021",70.57,14.0,17.57,0.0,Clear.
"April 10, 2021",45.86,7.0,11.57,0.0,Passing clouds.
"April 11, 2021",60.29,11.14,14.14,0.0,Clear.
"April 12, 2021",40.86,7.71,8.57,0.0,Sunny.
"April 13, 2021",32.29,5.0,2.71,0.0,Sunny.
"April 14, 2021",40.43,7.29,10.0,0.0,Haze.
"April 15, 2021",50.14,7.29,16.57,0.0,Passing clouds.
