,Temp,Wind,Barometer,Visibility,Weather
"March 24, 2020",47.29,4.43,44.29,21.36,Overcast.
"March 25, 2020",8.71,0.0,0.0,0.0,Fog.
"March 26, 2020",57.29,4.14,51.57,21.41,Fog.
"March 27, 2020",39.14,3.43,28.71,12.83,Fog.
"March 28, 2020",41.86,5.0,5.71,17.08,Fog.
"March 29, 2020",24.71,3.29,27.0,12.87,Fog.
"March 30, 2020",33.29,1.43,22.86,8.57,Passing clouds.
"March 31, 2020",55.0,5.86,49.43,21.4,Passing clouds.
"April 1, 2020",46.0,9.43,53.29,21.39,Fog.
"April 2, 2020",46.0,9.43,53.29,21.39,Fog.
"April 3, 2020",46.71,7.0,43.14,21.37,Overcast.
"April 4, 2020",47.86,6.29,29.0,17.09,Clear.
"April 5, 2020",30.71,1.29,5.14,4.26,Clear.
"April 6, 2020",50.86,7.71,40.0,21.39,Scattered clouds.
"April 7, 2020",20.29,1.71,5.57,4.29,Passing clouds.
"April 8, 2020",19.86,4.29,14.86,8.54,Partly sunny.
"April 9, 2020",59.71,4.43,37.71,21.36,Passing clouds.
"April 10, 2020",29.71,2.43,25.29,12.8,Passing clouds.
"April 11, 2020",61.14,7.0,41.86,21.39,Passing clouds.
"April 12, 2020",52.86,4.29,15.57,12.82,Clear.
"April 13, 2020",34.43,2.71,10.86,8.52,Scattered clouds.
"April 14, 2020",68.29,5.14,47.29,25.55,Passing clouds.
"April 15, 2020",55.57,11.57,42.86,21.27,Passing clouds.
"April 16, 2020",32.43,3.71,25.0,12.78,Overcast.
"April 17, 2020",53.71,3.0,26.0,12.77,Clear.
"April 18, 2020",19.43,1.43,23.14,8.52,Passing clouds.
"April 19, 2020",55.29,7.71,59.86,25.65,Light rain. Overcast.
"April 20, 2020",20.57,2.0,18.71,8.52,Overcast.
"April 21, 2020",22.29,3.0,12.71,8.51,Overcast.
"April 22, 2020",20.29,0.71,6.14,4.26,Passing clouds.
"April 23, 2020",65.0,4.14,23.29,17.0,Clear.
"April 24, 2020",35.14,3.71,16.14,12.74,Sunny.
"April 25, 2020",80.0,7.71,39.29,25.49,Clear.
"April 26, 2020",57.29,13.43,28.14,17.0,Haze.
"April 27, 2020",58.86,4.86,33.29,21.25,Partly sunny.
"April 28, 2020",71.57,10.71,72.86,29.91,Clear.
"April 29, 2020",64.71,8.0,56.43,25.65,Thunderstorms. Overcast.
"May 1, 2020",68.57,5.43,36.14,21.21,Haze.
"May 2, 2020",68.57,5.43,36.14,21.21,Haze.
"May 3, 2020",44.86,5.43,32.14,16.99,Haze.
"May 4, 2020",44.86,5.43,32.14,16.99,Haze.
"May 5, 2020",75.57,8.14,62.86,25.59,Haze.
"May 6, 2020",75.57,8.14,62.86,25.59,Haze.
"May 7, 2020",56.43,6.14,30.14,21.23,Passing clouds.
"May 8, 2020",59.86,5.43,26.43,21.27,Passing clouds.
"May 9, 2020",54.71,2.71,18.86,12.71,Passing clouds.
"May 10, 2020",62.57,7.0,27.57,21.22,Overcast.
"May 11, 2020",48.86,3.71,26.0,16.99,Thundershowers. Overcast.
"May 12, 2020",54.57,8.57,45.43,21.29,Passing clouds.
"May 13, 2020",77.57,3.43,25.14,17.01,Passing clouds.
"May 14, 2020",59.0,4.71,38.86,21.22,Thunderstorms. Overcast.
"May 15, 2020",40.0,6.86,45.43,17.03,Overcast.
"May 16, 2020",27.43,2.14,36.29,12.81,Passing clouds.
"May 17, 2020",81.0,7.0,32.0,21.2,Haze.
"May 18, 2020",81.0,7.0,32.0,21.2,Haze.
"May 19, 2020",58.29,2.43,13.57,12.69,Overcast.
"May 20, 2020",69.43,9.57,30.86,21.19,Overcast.
"May 21, 2020",80.86,6.57,18.86,16.91,Clear.
"May 22, 2020",83.14,6.43,33.71,25.33,Clear.
"May 23, 2020",63.0,4.86,31.71,25.3,Clear.
"May 24, 2020",60.14,12.57,33.71,21.14,Thundershowers. Overcast.
"May 25, 2020",51.0,2.43,12.57,12.69,Haze.
"May 26, 2020",26.0,2.71,6.57,8.43,Clear.
"May 27, 2020",51.43,6.0,13.86,16.85,Sunny.
"May 28, 2020",77.43,10.29,23.86,25.26,Clear.
"May 29, 2020",66.14,8.0,23.57,21.05,Scattered clouds.
"May 30, 2020",72.86,8.29,36.14,25.37,Passing clouds.
"May 31, 2020",74.43,11.43,59.86,25.51,Overcast.
"June 1, 2020",53.0,5.71,39.86,17.03,Thundershowers. Overcast.
"June 2, 2020",53.0,5.71,39.86,17.03,Thundershowers. Overcast.
"June 3, 2020",66.57,5.14,38.43,21.24,Overcast.
"June 5, 2020",13.0,0.71,4.86,4.24,Scattered clouds.
"June 6, 2020",11.71,2.29,7.14,4.23,Overcast.
"June 7, 2020",11.71,2.29,7.14,4.23,Overcast.
"June 8, 2020",35.14,2.43,26.0,12.72,Overcast.
"June 9, 2020",70.29,6.57,52.0,25.35,Haze.
"June 10, 2020",23.57,2.0,15.57,8.47,Passing clouds.
"June 11, 2020",25.57,2.71,13.57,8.43,Scattered clouds.
"June 12, 2020",63.86,7.0,35.14,21.1,Overcast.
"June 13, 2020",36.0,3.43,12.0,8.43,Overcast.
"June 14, 2020",39.57,4.0,14.43,12.65,Scattered clouds.
"June 15, 2020",51.57,4.43,22.86,16.88,Haze.
"June 16, 2020",63.86,5.71,18.29,16.83,Haze.
"June 17, 2020",27.29,2.43,13.86,12.59,Sunny.
"June 18, 2020",27.29,2.43,13.86,12.59,Sunny.
"June 19, 2020",29.43,10.29,21.57,16.79,Partly sunny.
"June 20, 2020",47.71,4.43,24.86,16.85,Haze.
"June 21, 2020",41.86,5.43,22.71,21.06,Overcast.
"June 22, 2020",30.29,3.14,18.57,16.8,Haze.
"June 23, 2020",43.14,7.14,32.0,21.02,Sunny.
"June 24, 2020",24.14,2.0,17.71,8.49,Passing clouds.
"June 25, 2020",49.57,2.43,24.71,12.68,Overcast.
"June 26, 2020",65.0,5.0,38.43,21.06,Partly sunny.
"June 27, 2020",36.14,4.29,28.57,12.64,Haze.
"June 28, 2020",41.29,4.14,31.57,16.81,Overcast.
"June 29, 2020",39.0,7.29,32.57,16.8,Clear.
"June 30, 2020",39.0,7.29,32.57,16.8,Clear.
"July 1, 2020",51.57,4.57,31.29,16.84,Overcast.
"July 2, 2020",51.57,4.57,31.29,16.84,Overcast.
"July 3, 2020",26.14,1.71,14.0,8.39,Haze.
"July 4, 2020",16.86,2.86,19.0,16.78,Sunny.
"July 5, 2020",34.86,4.86,25.29,12.63,Haze.
"July 6, 2020",71.43,5.43,49.29,25.23,Overcast.
"July 7, 2020",89.43,7.71,48.0,29.44,Clear.
"July 8, 2020",79.29,10.43,56.43,33.71,Passing clouds.
"July 9, 2020",37.29,4.29,24.57,12.68,Overcast.
"July 10, 2020",38.86,4.0,24.29,12.6,Overcast.
"July 11, 2020",51.14,5.57,32.43,16.79,Passing clouds.
"July 12, 2020",26.57,6.29,23.86,4.18,Scattered clouds.
"July 13, 2020",69.14,6.14,44.14,21.05,Overcast.
"July 14, 2020",51.29,6.0,29.14,16.81,Overcast.
"July 15, 2020",16.57,4.57,18.0,12.62,Haze.
"July 16, 2020",25.29,3.29,17.57,8.47,Partly sunny.
"July 17, 2020",75.57,5.86,39.43,21.07,Passing clouds.
"July 18, 2020",12.0,0.71,9.43,4.22,Passing clouds.
"July 19, 2020",25.29,1.14,16.71,4.21,Overcast.
"July 20, 2020",63.0,7.0,46.14,21.05,Passing clouds.
"July 21, 2020",36.29,4.43,24.86,12.6,Overcast.
"July 22, 2020",54.57,9.29,41.71,21.1,Passing clouds.
"July 23, 2020",34.71,1.71,17.14,8.46,Passing clouds.
"July 24, 2020",50.57,3.86,36.14,16.85,Passing clouds.
"July 25, 2020",40.57,3.29,23.57,12.67,Partly sunny.
"July 26, 2020",59.43,7.0,49.71,21.22,N/A
"July 27, 2020",36.57,2.71,31.43,12.72,Light rain. Overcast.
"July 28, 2020",63.14,5.57,47.14,21.09,Passing clouds.
"July 29, 2020",13.29,1.71,9.0,4.2,Passing clouds.
"July 30, 2020",25.57,3.57,18.43,8.41,Overcast.
"July 31, 2020",48.0,5.43,44.14,16.88,Thundershowers. Overcast.
"August 1, 2020",37.29,2.71,27.29,12.65,Partly sunny.
"August 2, 2020",37.29,2.71,27.29,12.65,Partly sunny.
"August 3, 2020",62.14,4.43,49.14,21.03,Passing clouds.
"August 4, 2020",48.43,6.71,39.71,16.76,Passing clouds.
"August 5, 2020",75.29,5.71,54.29,25.11,Overcast.
"August 6, 2020",63.86,2.71,24.43,12.57,Haze.
"August 7, 2020",42.14,3.86,20.43,12.64,Scattered clouds.
"August 8, 2020",25.43,2.86,18.71,8.43,Overcast.
"August 9, 2020",27.86,3.0,15.43,8.39,Overcast.
"August 10, 2020",27.86,3.0,15.43,8.39,Overcast.
"August 12, 2020",-1.29,0.0,0.0,0.0,Extremely cold.
"August 13, 2020",67.0,4.71,42.29,20.96,Scattered clouds.
"August 14, 2020",86.86,19.29,74.29,29.38,Passing clouds.
"August 15, 2020",23.57,2.14,25.0,8.42,Overcast.
"August 16, 2020",50.71,4.0,42.86,16.8,Overcast.
"August 17, 2020",67.0,6.86,46.86,21.0,Passing clouds.
"August 18, 2020",39.0,5.43,29.14,12.6,Partly sunny.
"August 19, 2020",75.0,5.71,60.43,25.25,Thunderstorms. Overcast.
"August 20, 2020",59.71,5.43,55.0,21.01,Thunderstorms. Overcast.
"August 21, 2020",66.43,8.0,78.14,25.35,Overcast.
"August 22, 2020",34.86,4.14,33.57,12.72,Overcast.
"August 23, 2020",49.57,4.43,36.71,16.91,Passing clouds.
"August 24, 2020",26.0,1.86,17.43,8.43,Scattered clouds.
"August 25, 2020",49.71,4.57,39.43,16.9,Overcast.
"August 26, 2020",60.0,6.86,54.71,21.14,Thunderstorms. Overcast.
"August 27, 2020",56.14,4.14,64.14,21.19,Overcast.
"August 28, 2020",32.86,3.43,37.43,12.71,Fog.
"August 29, 2020",57.29,4.29,55.71,21.15,Overcast.
"August 30, 2020",24.43,1.14,19.0,8.46,Haze.
"August 31, 2020",12.0,1.0,10.29,4.23,Passing clouds.
"September 1, 2020",11.0,0.71,13.14,4.25,Fog.
"September 2, 2020",11.0,0.71,13.14,4.25,Fog.
"September 3, 2020",22.86,1.86,22.14,8.51,Overcast.
"September 4, 2020",22.86,1.86,22.14,8.51,Overcast.
"September 5, 2020",32.86,1.43,24.29,8.5,Overcast.
"September 6, 2020",61.57,4.29,44.86,21.17,Scattered clouds.
"September 7, 2020",47.0,2.71,32.14,12.69,Passing clouds.
"September 8, 2020",59.57,5.14,40.86,21.2,Passing clouds.
"September 9, 2020",82.57,4.14,34.86,16.94,Haze.
"September 10, 2020",57.0,4.71,53.71,21.19,Haze.
"September 11, 2020",85.71,5.0,47.43,25.34,Passing clouds.
"September 12, 2020",24.86,1.43,17.29,8.47,Haze.
"September 13, 2020",62.0,5.57,42.71,21.19,Passing clouds.
"September 14, 2020",36.0,1.71,15.71,8.47,Haze.
"September 15, 2020",85.0,5.0,51.0,25.4,Clear.
"September 16, 2020",73.29,6.71,49.29,25.39,Passing clouds.
"September 17, 2020",24.86,2.43,15.14,8.45,Haze.
"September 22, 2020",50.29,2.43,21.29,12.68,Sunny.
"September 23, 2020",37.86,3.71,19.57,12.66,Sunny.
"September 24, 2020",37.86,3.71,19.57,12.66,Sunny.
"September 25, 2020",62.57,5.14,23.57,16.91,Sunny.
"September 26, 2020",70.57,7.29,35.29,21.15,Haze.
"September 27, 2020",22.86,2.0,13.43,8.47,Overcast.
"September 28, 2020",26.14,1.71,11.14,8.47,Haze.
"September 29, 2020",26.14,1.71,11.14,8.47,Haze.
"September 30, 2020",44.71,1.86,24.71,12.75,Clear.
"October 1, 2020",35.14,3.29,11.86,8.48,Clear.
"October 2, 2020",35.14,3.29,11.86,8.48,Clear.
"October 3, 2020",59.71,3.57,22.57,16.96,Sunny.
"October 4, 2020",68.14,5.14,18.43,16.98,Clear.
"October 5, 2020",67.29,4.0,19.0,17.0,Clear.
"October 6, 2020",56.29,3.86,24.86,16.99,Clear.
"October 7, 2020",58.0,2.0,16.0,12.75,Clear.
"October 8, 2020",68.14,2.57,23.0,17.02,Clear.
"October 9, 2020",55.71,1.57,19.14,12.77,Clear.
"October 10, 2020",55.71,1.57,19.14,12.77,Clear.
"October 11, 2020",64.57,3.14,25.43,17.03,Clear.
"October 12, 2020",68.71,4.29,26.71,21.21,Clear.
"October 13, 2020",47.14,3.57,15.29,12.71,Clear.
"October 14, 2020",62.14,4.71,43.14,21.24,Passing clouds.
"October 16, 2020",33.14,1.29,3.86,4.24,Clear.
"October 17, 2020",54.43,2.71,24.71,17.0,Clear.
"October 18, 2020",19.86,0.86,10.57,8.52,Clear.
"October 19, 2020",19.86,0.86,10.57,8.52,Clear.
"October 20, 2020",30.0,1.14,12.0,8.53,Clear.
"October 21, 2020",74.0,3.43,31.57,21.27,Clear.
"October 22, 2020",36.71,1.43,18.86,8.52,Clear.
"October 23, 2020",41.86,2.43,18.29,12.77,Sunny.
"October 24, 2020",60.29,3.86,41.29,25.55,Clear.
"October 25, 2020",39.14,1.86,22.43,12.77,Clear.
"October 26, 2020",17.86,0.43,7.57,4.3,Clear.
"October 27, 2020",17.86,0.43,7.57,4.3,Clear.
"October 28, 2020",38.86,2.43,8.14,8.56,Clear.
"October 29, 2020",59.71,2.14,17.86,8.53,Clear.
"October 30, 2020",59.71,2.14,17.86,8.53,Clear.
"November 2, 2020",22.57,1.71,9.43,8.55,Haze.
"November 3, 2020",16.86,0.43,9.0,4.29,Clear.
"November 4, 2020",37.29,1.71,12.0,8.56,Sunny.
"November 5, 2020",51.0,3.43,33.29,21.36,Sunny.
"November 6, 2020",31.86,1.86,13.86,12.84,Sunny.
"November 7, 2020",34.57,3.29,32.0,17.19,Clear.
"November 8, 2020",38.29,2.14,20.86,12.88,Clear.
"November 9, 2020",65.43,1.43,11.57,8.59,Clear.
"November 10, 2020",21.57,1.14,9.0,8.58,Scattered clouds.
"November 11, 2020",21.57,1.14,9.0,8.58,Scattered clouds.
"November 12, 2020",64.0,2.86,26.0,17.2,Haze.
"November 13, 2020",14.86,0.0,0.0,0.0,Haze.
"November 14, 2020",40.71,1.14,11.86,8.58,Scattered clouds.
"November 15, 2020",47.0,6.29,42.71,21.42,Partly sunny.
"November 16, 2020",39.43,8.0,51.57,21.47,Light rain. Overcast.
"November 17, 2020",16.29,1.71,9.57,4.31,Passing clouds.
"November 18, 2020",33.14,2.43,25.29,12.86,Fog.
"November 19, 2020",59.14,3.86,37.29,17.12,Clear.
"November 20, 2020",24.14,2.43,19.29,8.59,Fog.
"November 21, 2020",30.29,2.57,18.0,8.6,Haze.
"November 22, 2020",30.29,2.57,18.0,8.6,Haze.
"November 23, 2020",45.86,4.0,36.43,17.19,Fog.
"November 24, 2020",39.0,5.71,41.14,17.22,Overcast.
"November 25, 2020",39.86,3.71,50.86,21.53,Overcast.
"November 26, 2020",30.14,3.43,40.0,17.22,Fog.
"November 27, 2020",32.0,4.14,42.43,17.28,Fog.
"November 28, 2020",40.0,3.14,26.71,12.95,Fog.
"November 29, 2020",6.57,0.0,0.0,0.0,Fog.
"November 30, 2020",37.29,1.14,17.29,8.59,Scattered clouds.
"December 1, 2020",53.14,3.0,27.86,17.18,Clear.
"December 2, 2020",53.14,3.0,27.86,17.18,Clear.
"December 3, 2020",43.14,3.71,12.14,8.55,Fog.
"December 4, 2020",59.71,1.29,20.57,12.83,Fog.
"December 5, 2020",34.14,1.0,5.57,4.27,Fog.
"December 6, 2020",44.0,3.86,40.71,17.13,Fog.
"December 7, 2020",60.0,3.71,59.86,25.77,Fog.
"December 8, 2020",26.0,2.14,30.57,12.9,Overcast.
"December 11, 2020",24.57,3.0,34.57,12.9,Overcast.
"December 12, 2020",23.86,2.71,36.0,12.87,Overcast.
"December 14, 2020",14.43,0.71,13.43,4.3,Fog.
"December 15, 2020",22.71,1.71,17.29,8.59,Fog.
"December 16, 2020",14.57,3.0,19.71,8.61,Haze.
"December 17, 2020",33.71,3.71,26.86,12.96,Fog.
"December 18, 2020",20.86,2.71,15.0,8.61,Fog.
"December 19, 2020",20.86,2.71,15.0,8.61,Fog.
"December 21, 2020",5.86,0.0,0.0,0.0,Clear.
"December 22, 2020",0.0,0.0,0.0,0.0,Overcast.
"December 23, 2020",0.0,0.0,0.0,0.0,Overcast.
"December 24, 2020",37.0,1.71,12.0,8.57,Fog.
"December 25, 2020",38.29,0.0,0.0,0.0,Fog.
"December 26, 2020",44.14,1.14,13.29,8.58,Haze.
"December 27, 2020",17.29,0.71,6.0,4.28,Haze.
"December 28, 2020",32.71,6.86,45.29,17.1,Fog.
"December 29, 2020",48.29,5.29,40.14,17.2,Fog.
"December 31, 2020",5.71,0.0,0.0,0.0,Fog.
"January 1, 2021",27.86,0.71,12.14,4.3,Fog.
"January 2, 2021",27.86,0.71,12.14,4.3,Fog.
"January 3, 2021",30.57,1.43,14.0,8.59,Sunny.
"January 4, 2021",36.86,4.43,50.86,21.46,Fog.
"January 5, 2021",14.71,1.43,23.57,8.6,Fog.
"January 7, 2021",7.57,3.29,13.43,4.3,Overcast.
"January 8, 2021",23.43,0.71,9.14,4.29,Fog.
"January 9, 2021",7.71,1.0,11.0,4.29,Partly sunny.
"January 10, 2021",30.86,2.14,26.86,12.88,Haze.
"January 11, 2021",40.43,2.71,21.86,12.84,Fog.
"January 12, 2021",30.14,3.43,38.71,17.17,Fog.
"January 13, 2021",29.14,1.57,26.71,12.89,Fog.
"January 14, 2021",37.57,3.0,35.43,17.14,Fog.
"January 15, 2021",40.29,2.14,22.43,12.88,Fog.
"January 16, 2021",44.71,1.86,12.86,8.56,Fog.
"January 17, 2021",51.0,2.57,36.71,17.12,Fog.
"January 18, 2021",39.57,4.14,51.57,21.45,Fog.
"January 19, 2021",39.71,3.57,36.71,17.2,Fog.
"January 20, 2021",53.14,3.14,31.29,17.14,Fog.
"January 21, 2021",53.14,3.14,31.29,17.14,Fog.
"January 22, 2021",35.29,1.57,25.0,12.84,Clear.
"January 23, 2021",30.14,2.29,14.57,8.55,Clear.
"January 25, 2021",30.14,2.29,14.57,8.55,Clear.
"January 26, 2021",36.43,1.43,11.86,8.6,Fog.
"January 27, 2021",33.29,2.14,16.0,12.87,Sunny.
"January 28, 2021",22.0,2.43,15.29,8.58,Clear.
"January 29, 2021",31.86,3.14,27.0,17.19,Scattered clouds.
"January 30, 2021",46.29,4.71,13.14,12.89,Clear.
"January 31, 2021",38.0,4.14,17.29,12.86,Clear.
"February 1, 2021",49.57,4.29,33.71,21.53,Passing clouds.
"February 3, 2021",15.57,0.71,5.43,4.29,Passing clouds.
"February 4, 2021",16.71,2.71,14.14,8.6,Overcast.
"February 5, 2021",46.71,4.86,50.14,25.82,Passing clouds.
"February 6, 2021",45.43,2.14,14.43,8.61,Clear.
"February 8, 2021",46.0,2.43,21.43,12.9,Clear.
"February 10, 2021",8.14,0.0,0.0,0.0,Clear.
"February 11, 2021",8.14,0.0,0.0,0.0,Clear.
"February 12, 2021",25.71,0.86,13.57,8.57,Sunny.
"February 14, 2021",21.14,2.0,9.14,8.55,Scattered clouds.
"February 15, 2021",39.14,4.43,22.86,17.12,Sunny.
"February 16, 2021",16.0,0.71,9.0,4.28,Sunny.
"February 18, 2021",37.14,3.57,25.57,17.1,Sunny.
"February 19, 2021",14.71,0.0,0.0,0.0,Clear.
"February 20, 2021",20.29,1.43,9.71,8.6,Haze.
"February 21, 2021",27.29,0.71,5.71,4.29,Clear.
"February 22, 2021",18.57,1.43,14.43,8.59,Partly sunny.
"February 23, 2021",8.43,0.43,8.57,4.3,Overcast.
"February 24, 2021",31.14,2.43,18.43,12.82,Sunny.
"February 25, 2021",50.14,3.0,16.57,12.79,Passing clouds.
"February 26, 2021",61.43,8.29,42.14,25.6,Partly sunny.
"February 28, 2021",47.14,7.0,41.0,21.25,Overcast.
"March 1, 2021",29.57,5.14,7.57,8.55,Sunny.
"March 2, 2021",29.57,5.14,7.57,8.55,Sunny.
"March 3, 2021",36.0,3.43,18.0,12.84,Clear.
"March 4, 2021",28.0,1.71,9.29,8.53,Clear.
"March 5, 2021",47.86,3.71,24.86,17.11,Clear.
"March 6, 2021",68.86,8.29,27.29,21.38,Clear.
"March 7, 2021",68.86,8.29,27.29,21.38,Clear.
"March 8, 2021",68.71,5.71,33.0,21.31,Overcast.
"March 9, 2021",46.71,6.71,33.14,17.14,Passing clouds.
"March 11, 2021",52.14,3.86,30.43,21.38,Passing clouds.
"March 12, 2021",43.71,15.71,54.43,21.47,Overcast.
"March 13, 2021",35.43,5.86,41.43,12.92,Thundershowers. Overcast.
"March 14, 2021",65.0,4.43,38.71,21.48,Clear.
"March 15, 2021",36.71,4.43,26.0,12.85,Overcast.
"March 16, 2021",37.14,2.71,25.14,12.82,Passing clouds.
"March 17, 2021",58.14,4.29,27.0,17.1,Passing clouds.
"March 18, 2021",58.14,4.29,27.0,17.1,Passing clouds.
"March 19, 2021",40.86,5.43,28.43,17.1,Passing clouds.
"March 20, 2021",70.71,5.43,27.0,21.33,Passing clouds.
"March 21, 2021",33.14,3.29,7.43,8.49,Haze.
"March 22, 2021",63.43,11.0,76.71,29.89,Passing clouds.
"March 23, 2021",8.0,0.0,0.0,0.0,Fog.
"March 24, 2021",34.14,10.0,48.57,17.1,Thundershowers. Overcast.
"March 25, 2021",72.43,7.71,69.0,30.05,Overcast.
"March 26, 2021",72.43,7.71,69.0,30.05,Overcast.
"March 27, 2021",70.43,4.86,41.86,25.6,Haze.
"March 28, 2021",62.0,5.71,26.43,17.03,Clear.
"March 29, 2021",65.86,6.71,31.29,21.21,Passing clouds.
"March 30, 2021",32.29,3.71,18.57,12.7,Haze.
"March 31, 2021",22.0,4.29,5.86,8.46,Passing clouds.
"April 1, 2021",63.43,24.0,10.86,21.16,Clear.
"April 2, 2021",63.43,24.0,10.86,21.16,Clear.
"April 3, 2021",42.43,10.14,8.86,16.97,Clear.
"April 4, 2021",37.86,2.57,21.43,17.07,Clear.
"April 5, 2021",73.29,4.71,30.14,25.59,Passing clouds.
"April 6, 2021",32.29,3.57,19.14,12.78,Overcast.
"April 7, 2021",39.0,6.57,39.0,17.06,Scattered clouds.
"April 8, 2021",54.43,8.29,52.43,25.66,Passing clouds.
"April 9, 2021",79.43,9.0,30.29,25.58,Clear.
"April 10, 2021",62.71,4.86,14.71,17.07,Clear.
"April 11, 2021",67.0,6.14,20.57,21.35,Passing clouds.
"April 12, 2021",43.57,4.43,23.0,17.1,Partly sunny.
