,Temp,Wind,Barometer,Visibility,Weather
"March 4, 2020",65.43,6.84,46.93,24.45,Haze.
"March 5, 2020",51.32,7.11,60.8,25.12,Partly cloudy.
"March 6, 2020",52.02,5.55,83.45,28.58,Rain. Mostly cloudy.
"March 7, 2020",55.7,4.93,81.05,27.86,Fog.
"March 8, 2020",50.18,6.66,55.27,17.71,Fog.
"March 9, 2020",48.25,6.11,72.59,26.7,Thunderstorms. Mostly cloudy.
"March 10, 2020",48.8,4.64,49.2,23.21,Fog.
"March 11, 2020",52.7,4.98,55.7,25.14,Passing clouds.
"March 12, 2020",56.25,6.0,58.64,27.14,Partly cloudy.
"March 13, 2020",46.98,7.02,71.57,25.2,Partly cloudy.
"March 14, 2020",50.95,4.8,64.11,26.63,Fog.
"March 15, 2020",58.39,5.68,63.05,28.69,Haze.
"March 16, 2020",31.8,2.84,32.09,14.35,Haze.
"March 17, 2020",57.98,3.66,39.0,19.8,Haze.
"March 18, 2020",60.82,6.14,55.84,27.31,Passing clouds.
"March 19, 2020",64.16,5.16,50.0,27.95,Passing clouds.
"March 20, 2020",55.11,4.73,50.41,24.45,Haze.
"March 21, 2020",62.57,9.27,49.0,25.14,Passing clouds.
"March 22, 2020",56.7,10.5,62.32,26.57,Thundershowers. Partly cloudy.
"March 23, 2020",61.27,4.23,47.2,24.54,Passing clouds.
"March 24, 2020",53.23,4.89,51.14,23.83,Passing clouds.
"March 25, 2020",43.86,5.0,61.48,21.79,Rain. Partly cloudy.
"March 26, 2020",42.32,4.64,40.66,16.36,Fog.
"March 27, 2020",42.23,3.95,40.75,18.41,Clear.
"March 28, 2020",33.16,4.41,46.82,16.32,Partly cloudy.
"March 29, 2020",34.23,3.5,43.64,16.38,Partly cloudy.
"March 30, 2020",49.18,4.61,47.27,22.5,Passing clouds.
"March 31, 2020",50.48,7.34,48.57,23.17,Passing clouds.
"April 1, 2020",45.61,6.5,48.89,21.12,Fog.
"April 2, 2020",45.61,6.5,48.89,21.12,Fog.
"April 3, 2020",43.07,4.43,43.27,20.42,Passing clouds.
"April 4, 2020",43.68,4.18,32.8,19.06,Haze.
"April 5, 2020",38.3,3.05,30.3,16.33,Haze.
"April 6, 2020",41.8,5.68,43.84,19.08,Passing clouds.
"April 7, 2020",46.11,5.93,39.89,19.77,Passing clouds.
"April 8, 2020",52.91,9.05,49.2,23.83,Partly cloudy.
"April 9, 2020",45.02,3.98,38.39,19.75,Haze.
"April 10, 2020",47.36,5.45,42.07,20.4,Partly cloudy.
"April 11, 2020",38.8,3.55,33.68,16.37,Passing clouds.
"April 12, 2020",42.8,2.93,25.57,15.68,Passing clouds.
"April 13, 2020",42.43,2.95,24.73,14.94,Passing clouds.
"April 14, 2020",39.82,4.45,26.27,14.24,Passing clouds.
"April 15, 2020",43.09,8.16,51.73,19.04,Thundershowers. Partly cloudy.
"April 16, 2020",57.64,6.34,51.7,23.8,Thunderstorms. Mostly cloudy.
"April 17, 2020",50.93,3.8,43.41,21.04,Haze.
"April 18, 2020",33.77,4.09,43.32,15.61,Passing clouds.
"April 19, 2020",41.43,4.55,41.84,17.68,Partly cloudy.
"April 20, 2020",30.89,3.48,26.77,12.91,Passing clouds.
"April 21, 2020",42.14,4.05,31.95,17.66,Partly cloudy.
"April 22, 2020",37.05,2.95,23.43,14.27,Partly cloudy.
"April 23, 2020",56.16,4.77,37.89,21.68,Clear.
"April 24, 2020",40.41,2.82,25.16,14.9,Haze.
"April 25, 2020",43.57,3.57,25.64,15.53,Haze.
"April 26, 2020",33.52,4.02,21.93,12.84,Passing clouds.
"April 27, 2020",39.86,3.98,24.68,14.9,Passing clouds.
"April 28, 2020",56.02,8.98,41.23,21.74,Haze.
"April 29, 2020",48.77,3.61,32.11,15.66,Partly cloudy.
"April 30, 2020",16.68,0.34,4.98,2.04,5 mph
"May 1, 2020",67.36,6.66,47.02,25.03,Passing clouds.
"May 2, 2020",67.36,6.66,47.02,25.03,Passing clouds.
"May 3, 2020",53.14,5.25,45.18,20.98,Passing clouds.
"May 4, 2020",37.82,2.73,30.0,14.91,Thunderstorms. Passing clouds.
"May 5, 2020",36.64,3.68,27.7,14.25,Passing clouds.
"May 6, 2020",49.23,4.82,35.52,18.99,Passing clouds.
"May 7, 2020",39.73,3.77,24.18,14.88,Passing clouds.
"May 8, 2020",36.36,3.39,20.98,13.55,Haze.
"May 9, 2020",44.43,4.77,20.55,15.55,Passing clouds.
"May 10, 2020",63.39,6.41,28.93,21.66,Partly cloudy.
"May 11, 2020",50.0,5.45,27.55,17.6,Thundershowers. Partly cloudy.
"May 12, 2020",50.25,7.89,36.48,19.0,Passing clouds.
"May 13, 2020",47.7,4.27,28.32,17.63,Passing clouds.
"May 14, 2020",35.64,3.8,20.5,12.86,Passing clouds.
"May 15, 2020",35.84,5.2,35.11,14.92,Thunderstorms. Partly cloudy.
"May 16, 2020",53.0,4.09,36.23,20.34,Passing clouds.
"May 17, 2020",51.14,6.27,31.57,18.93,Haze.
"May 18, 2020",47.95,8.0,31.14,18.26,Passing clouds.
"May 19, 2020",43.59,4.57,24.18,16.2,Passing clouds.
"May 20, 2020",45.05,6.98,20.25,16.22,Thunderstorms. Partly cloudy.
"May 21, 2020",53.14,4.57,21.36,18.19,Haze.
"May 22, 2020",45.3,4.84,25.32,22.19,Haze.
"May 23, 2020",46.86,5.68,24.18,18.82,Passing clouds.
"May 24, 2020",50.64,6.23,22.25,16.87,Thundershowers. Partly cloudy.
"May 25, 2020",47.41,4.55,26.0,20.24,Haze.
"May 26, 2020",42.8,4.02,25.48,22.21,Haze.
"May 27, 2020",43.02,4.02,21.32,18.16,Haze.
"May 28, 2020",38.36,8.14,17.14,8.06,Haze.
"May 29, 2020",28.09,4.27,12.27,8.73,Passing clouds.
"May 30, 2020",63.64,9.09,29.43,21.57,Passing clouds.
"May 31, 2020",47.07,7.52,32.95,17.57,Partly cloudy.
"June 1, 2020",50.59,7.11,37.45,18.95,Thundershowers. Partly cloudy.
"June 2, 2020",50.59,7.11,37.45,18.95,Thundershowers. Partly cloudy.
"June 3, 2020",57.68,7.23,40.66,20.98,Passing clouds.
"June 5, 2020",58.23,6.27,31.32,20.22,Passing clouds.
"June 6, 2020",63.39,7.11,35.86,16.81,Passing clouds.
"June 7, 2020",39.57,6.25,24.07,13.44,Haze.
"June 8, 2020",41.14,5.82,26.68,14.13,Passing clouds.
"June 9, 2020",40.05,5.75,29.73,15.46,Clear.
"June 10, 2020",70.23,10.16,37.3,23.57,Thundershowers. Passing clouds.
"June 11, 2020",46.84,5.93,27.11,16.83,Passing clouds.
"June 12, 2020",57.14,6.32,29.66,18.81,Passing clouds.
"June 13, 2020",80.0,9.77,51.61,28.24,Haze.
"June 14, 2020",56.66,6.25,29.59,19.51,Thunderstorms. Passing clouds.
"June 15, 2020",44.32,3.8,22.57,18.19,Passing clouds.
"June 16, 2020",28.41,2.68,17.27,8.06,Haze.
"June 17, 2020",39.16,4.0,19.52,0.0,Clear.
"June 18, 2020",51.7,4.8,27.34,0.0,Haze.
"June 19, 2020",39.05,6.68,21.8,0.67,Haze.
"June 20, 2020",65.98,7.27,27.16,16.78,Passing clouds.
"June 21, 2020",56.45,6.27,31.02,16.13,Haze.
"June 22, 2020",52.34,4.59,29.68,13.43,Haze.
"June 23, 2020",40.34,4.75,24.66,4.03,Clear.
"June 24, 2020",45.95,6.86,31.48,14.14,Clear.
"June 25, 2020",66.11,7.89,43.16,22.92,Partly cloudy.
"June 26, 2020",62.14,6.16,37.39,12.11,Passing clouds.
"June 27, 2020",60.84,6.45,40.16,12.76,Haze.
"June 28, 2020",45.5,5.7,35.61,16.75,Haze.
"June 29, 2020",57.16,9.41,38.43,14.73,Haze.
"June 30, 2020",68.02,5.93,30.59,22.18,Haze.
"July 1, 2020",34.0,4.7,19.57,10.76,Partly cloudy.
"July 2, 2020",34.0,4.7,19.57,10.76,Partly cloudy.
"July 3, 2020",28.7,3.16,21.02,0.0,Haze.
"July 4, 2020",41.2,5.75,24.45,0.0,Clear.
"July 5, 2020",57.0,7.2,31.89,0.0,Haze.
"July 6, 2020",62.5,5.89,33.18,17.43,Haze.
"July 7, 2020",58.14,4.3,27.59,13.42,Haze.
"July 8, 2020",48.32,7.18,29.57,14.78,Passing clouds.
"July 9, 2020",46.18,6.5,23.09,14.8,Passing clouds.
"July 10, 2020",47.5,6.3,25.48,8.74,Thundershowers. Passing clouds.
"July 11, 2020",48.36,5.59,33.64,0.0,Partly cloudy.
"July 12, 2020",48.16,7.68,35.48,0.0,Haze.
"July 13, 2020",43.77,6.75,31.93,8.73,Passing clouds.
"July 14, 2020",64.48,5.41,38.11,22.13,Partly cloudy.
"July 15, 2020",34.8,4.48,25.7,10.74,Passing clouds.
"July 16, 2020",52.48,8.61,36.84,12.09,Passing clouds.
"July 17, 2020",56.61,4.82,34.86,14.79,Thundershowers. Passing clouds.
"July 18, 2020",54.48,6.23,35.98,16.13,Passing clouds.
"July 19, 2020",48.57,5.14,40.18,18.83,Thundershowers. Partly cloudy.
"July 20, 2020",40.14,7.55,28.95,6.72,Passing clouds.
"July 21, 2020",50.82,7.34,34.32,0.0,Haze.
"July 22, 2020",63.7,9.48,43.2,18.15,Haze.
"July 23, 2020",59.75,5.48,36.61,16.84,Thundershowers. Passing clouds.
"July 24, 2020",49.0,5.8,34.25,10.75,Clear.
"July 25, 2020",64.11,6.23,41.61,21.56,Haze.
"July 26, 2020",68.75,6.89,40.0,22.27,Haze.
"July 27, 2020",59.27,6.66,39.39,19.56,Passing clouds.
"July 28, 2020",71.55,7.61,51.64,16.16,Passing clouds.
"July 29, 2020",66.41,8.07,52.91,13.43,Haze.
"July 30, 2020",71.23,9.41,53.55,17.42,Haze.
"July 31, 2020",69.55,10.5,47.59,17.5,Haze.
"August 1, 2020",48.75,7.05,34.09,16.13,Thundershowers. Passing clouds.
"August 2, 2020",48.75,7.05,34.09,16.13,Thundershowers. Passing clouds.
"August 3, 2020",43.7,4.57,32.23,16.11,Thundershowers. Passing clouds.
"August 4, 2020",68.2,7.2,42.11,12.69,Passing clouds.
"August 5, 2020",77.84,9.07,50.86,0.0,Thunderstorms. Passing clouds.
"August 6, 2020",53.39,5.66,38.7,0.67,Haze.
"August 7, 2020",56.07,7.59,45.43,20.82,Haze.
"August 8, 2020",57.75,7.84,48.64,18.83,Haze.
"August 9, 2020",78.64,11.43,51.98,11.42,Passing clouds.
"August 10, 2020",68.34,11.36,50.95,2.01,Partly cloudy.
"August 11, 2020",69.7,6.48,51.68,20.79,Passing clouds.
"August 12, 2020",80.68,9.05,59.48,15.44,Passing clouds.
"August 13, 2020",72.73,9.34,61.95,0.0,Haze.
"August 14, 2020",57.8,7.61,46.36,0.0,Passing clouds.
"August 15, 2020",83.25,12.98,59.5,18.76,Thundershowers. Passing clouds.
"August 16, 2020",67.59,9.14,48.64,7.36,Passing clouds.
"August 17, 2020",68.18,9.16,55.02,3.35,Passing clouds.
"August 18, 2020",66.61,10.68,62.5,0.0,Haze.
"August 19, 2020",87.84,12.07,67.82,22.13,Thundershowers. Passing clouds.
"August 20, 2020",64.52,7.98,50.07,12.73,Thunderstorms. Partly cloudy.
"August 21, 2020",60.68,6.27,59.52,18.17,Partly cloudy.
"August 22, 2020",63.48,5.59,45.52,21.58,Partly cloudy.
"August 23, 2020",80.14,7.52,57.09,26.28,Partly cloudy.
"August 24, 2020",77.16,7.45,54.27,25.55,Haze.
"August 25, 2020",77.3,6.55,50.8,18.82,Haze.
"August 26, 2020",74.32,9.0,58.91,24.89,Haze.
"August 27, 2020",75.39,7.8,68.64,27.68,Partly cloudy.
"August 28, 2020",74.09,6.57,61.18,25.61,Partly cloudy.
"August 29, 2020",67.36,6.59,56.3,24.25,Thundershowers. Partly cloudy.
"August 30, 2020",75.27,5.64,53.82,25.57,Passing clouds.
"August 31, 2020",80.45,6.61,51.41,26.92,Haze.
"September 1, 2020",58.16,6.66,74.09,23.7,Rain. Partly cloudy.
"September 2, 2020",58.16,6.66,74.09,23.7,Rain. Partly cloudy.
"September 3, 2020",72.68,5.59,64.75,25.76,Fog.
"September 4, 2020",76.36,6.27,65.48,27.14,Passing clouds.
"September 5, 2020",62.05,5.36,53.77,22.37,Haze.
"September 6, 2020",71.66,5.18,51.64,24.3,Haze.
"September 7, 2020",63.14,6.36,51.43,22.25,Haze.
"September 8, 2020",74.41,5.36,50.8,25.67,Haze.
"September 9, 2020",63.07,4.61,44.64,22.29,Haze.
"September 10, 2020",63.8,6.23,48.18,22.29,Haze.
"September 11, 2020",68.36,4.36,47.11,24.25,Haze.
"September 12, 2020",84.02,6.25,62.48,28.97,Haze.
"September 13, 2020",66.14,6.07,45.0,22.98,Haze.
"September 14, 2020",80.89,4.98,42.48,23.64,Haze.
"September 15, 2020",71.57,6.32,51.98,24.98,Haze.
"September 16, 2020",77.18,5.48,39.25,24.29,Passing clouds.
"September 17, 2020",80.36,7.5,51.73,27.66,Haze.
"September 22, 2020",65.11,3.75,35.43,22.21,Haze.
"September 23, 2020",74.57,4.5,41.68,25.58,Haze.
"September 24, 2020",77.09,4.89,47.05,26.24,Haze.
"September 25, 2020",73.57,3.73,32.86,21.58,Haze.
"September 26, 2020",65.27,6.95,42.2,22.9,Haze.
"September 27, 2020",67.66,4.89,42.27,20.24,Passing clouds.
"September 28, 2020",70.25,5.82,48.3,26.38,Passing clouds.
"September 29, 2020",69.75,7.59,41.73,25.73,Passing clouds.
"September 30, 2020",67.57,8.57,30.25,24.37,Thundershowers. Partly cloudy.
"October 1, 2020",74.82,8.3,36.77,27.06,Passing clouds.
"October 2, 2020",74.82,8.3,36.77,27.06,Passing clouds.
"October 3, 2020",61.43,5.0,33.82,22.98,Haze.
"October 4, 2020",67.32,4.82,31.95,24.36,Clear.
"October 5, 2020",73.18,5.18,39.39,27.09,Clear.
"October 6, 2020",70.07,4.59,37.14,25.73,Haze.
"October 7, 2020",62.14,3.36,23.91,17.61,Haze.
"October 8, 2020",69.77,3.59,30.27,20.35,Clear.
"October 9, 2020",63.82,4.0,33.34,20.36,Clear.
"October 10, 2020",79.98,6.23,48.73,28.51,Haze.
"October 11, 2020",62.57,5.82,40.57,23.74,Haze.
"October 12, 2020",48.16,4.68,33.0,18.26,Clear.
"October 13, 2020",64.91,5.45,41.68,25.01,Haze.
"October 14, 2020",70.18,9.11,39.75,27.1,Haze.
"October 16, 2020",60.75,4.25,33.66,23.74,Haze.
"October 17, 2020",56.61,3.84,32.86,21.01,Clear.
"October 18, 2020",64.36,4.84,38.34,25.09,Haze.
"October 19, 2020",55.43,3.66,35.86,21.03,Haze.
"October 20, 2020",54.16,3.64,35.25,21.69,Clear.
"October 21, 2020",54.0,3.8,38.14,22.35,Haze.
"October 22, 2020",59.43,4.77,41.25,24.43,Haze.
"October 23, 2020",65.18,4.32,43.93,24.4,Haze.
"October 24, 2020",53.36,3.93,40.95,22.36,Haze.
"October 25, 2020",58.3,3.89,35.77,21.01,Clear.
"October 26, 2020",50.8,6.61,37.73,21.78,Haze.
"October 27, 2020",57.25,4.2,35.39,23.87,Haze.
"October 28, 2020",59.52,4.93,30.05,24.48,Haze.
"October 29, 2020",49.64,3.61,33.0,21.1,Clear.
"October 30, 2020",64.43,4.82,43.14,27.27,Haze.
"November 2, 2020",48.5,3.98,23.25,21.12,Clear.
"November 3, 2020",59.91,4.41,29.34,25.89,Haze.
"November 4, 2020",58.0,4.32,33.93,25.89,Haze.
"November 5, 2020",56.64,4.3,39.18,25.18,Haze.
"November 6, 2020",52.25,3.86,34.41,23.18,Clear.
"November 7, 2020",53.0,3.86,33.27,23.25,Haze.
"November 8, 2020",42.95,3.3,28.14,19.84,Clear.
"November 9, 2020",48.82,3.41,30.75,20.51,Haze.
"November 10, 2020",46.91,3.16,32.64,18.46,Haze.
"November 11, 2020",48.09,2.73,29.41,16.4,Passing clouds.
"November 12, 2020",50.32,3.86,42.8,23.26,Passing clouds.
"November 13, 2020",49.98,3.18,33.25,19.16,Passing clouds.
"November 14, 2020",39.86,2.75,30.27,14.36,Passing clouds.
"November 15, 2020",50.8,6.45,53.73,25.26,Light rain. Partly cloudy.
"November 16, 2020",35.89,3.61,40.86,17.07,Thundershowers. Partly cloudy.
"November 17, 2020",53.55,2.95,42.11,17.83,Drizzle. Mostly cloudy.
"November 18, 2020",40.68,3.41,45.11,20.51,Haze.
"November 19, 2020",48.77,4.09,46.7,24.52,Clear.
"November 20, 2020",54.73,5.8,61.32,29.3,Passing clouds.
"November 21, 2020",52.0,5.95,58.66,28.05,Haze.
"November 22, 2020",38.32,3.86,36.14,20.49,Clear.
"November 23, 2020",40.18,1.89,21.14,10.24,Haze.
"November 24, 2020",49.93,4.68,63.7,27.39,Passing clouds.
"November 25, 2020",50.98,4.55,68.45,27.41,Fog.
"November 26, 2020",33.36,2.95,54.2,17.82,Fog.
"November 27, 2020",48.91,4.2,62.98,25.44,Fog.
"November 28, 2020",41.55,3.64,45.11,22.02,Haze.
"November 29, 2020",40.27,3.52,41.16,21.25,Passing clouds.
"November 30, 2020",41.05,2.0,26.14,10.94,Passing clouds.
"December 1, 2020",46.8,2.39,35.2,14.36,Passing clouds.
"December 2, 2020",46.8,2.39,35.2,14.36,Passing clouds.
"December 3, 2020",51.73,3.75,43.25,22.51,Haze.
"December 4, 2020",40.18,2.27,29.23,13.62,Clear.
"December 5, 2020",50.23,2.95,34.86,17.69,Passing clouds.
"December 6, 2020",51.11,3.05,39.05,17.72,Passing clouds.
"December 7, 2020",43.16,3.57,39.55,21.19,Passing clouds.
"December 8, 2020",38.11,2.02,24.3,10.26,Passing clouds.
"December 11, 2020",31.93,3.18,34.45,16.4,Clear.
"December 12, 2020",48.02,4.55,46.8,24.58,Passing clouds.
"December 14, 2020",43.7,4.5,60.93,24.58,Fog.
"December 15, 2020",38.59,4.05,49.89,21.86,Fog.
"December 16, 2020",31.14,3.55,49.18,19.19,Haze.
"December 17, 2020",40.07,4.48,42.25,24.03,Haze.
"December 18, 2020",37.3,3.89,38.8,22.64,Haze.
"December 19, 2020",36.61,3.64,34.73,21.91,Clear.
"December 21, 2020",46.82,4.25,39.41,25.36,Haze.
"December 22, 2020",48.27,3.98,44.02,23.92,Haze.
"December 23, 2020",48.93,3.68,38.34,21.85,Haze.
"December 24, 2020",32.02,2.5,25.52,15.01,Clear.
"December 25, 2020",44.25,2.05,19.43,12.27,Haze.
"December 26, 2020",48.59,2.39,34.66,14.35,Passing clouds.
"December 27, 2020",49.09,2.95,36.09,17.72,Partly cloudy.
"December 28, 2020",27.84,7.39,47.86,17.01,Passing clouds.
"December 29, 2020",36.27,2.73,41.39,16.42,Fog.
"December 31, 2020",39.11,3.7,40.39,21.23,Clear.
"January 1, 2021",44.34,3.86,36.73,23.24,Passing clouds.
"January 2, 2021",44.34,3.86,36.73,23.24,Passing clouds.
"January 3, 2021",37.36,3.07,29.82,18.48,Haze.
"January 4, 2021",39.98,3.11,31.11,18.43,Clear.
"January 5, 2021",43.57,3.93,45.57,20.54,Passing clouds.
"January 7, 2021",33.59,1.7,23.55,10.24,Passing clouds.
"January 8, 2021",48.02,3.64,43.39,21.83,Clear.
"January 9, 2021",32.84,5.23,40.75,19.09,Haze.
"January 10, 2021",40.64,2.5,27.59,15.02,Haze.
"January 11, 2021",44.98,3.3,29.14,18.42,Haze.
"January 12, 2021",41.52,2.27,16.55,13.66,Haze.
"January 13, 2021",51.05,4.55,28.57,21.84,Clear.
"January 14, 2021",50.82,3.8,31.05,21.13,Haze.
"January 15, 2021",40.2,1.36,15.82,8.17,Haze.
"January 16, 2021",47.5,2.11,27.7,12.94,Passing clouds.
"January 17, 2021",39.05,2.73,33.59,16.33,Clear.
"January 18, 2021",44.59,4.16,53.84,23.83,Haze.
"January 19, 2021",47.84,2.16,31.52,13.0,Fog.
"January 20, 2021",51.09,3.98,45.09,23.87,Haze.
"January 21, 2021",38.7,3.36,32.52,19.1,Haze.
"January 22, 2021",49.91,3.59,27.32,20.42,Haze.
"January 23, 2021",44.5,4.11,37.41,21.08,Passing clouds.
"January 25, 2021",36.61,3.66,30.86,21.18,Clear.
"January 26, 2021",45.73,4.27,33.5,24.61,Haze.
"January 27, 2021",46.84,4.41,37.93,25.96,Clear.
"January 28, 2021",32.84,2.84,25.5,17.09,Haze.
"January 29, 2021",35.09,2.95,26.93,17.77,Passing clouds.
"January 30, 2021",41.16,2.66,24.66,15.73,Haze.
"January 31, 2021",39.27,2.5,25.5,15.02,Haze.
"February 1, 2021",42.73,3.52,30.5,19.86,Passing clouds.
"February 2, 2021",42.73,3.52,30.5,19.86,Passing clouds.
"February 3, 2021",48.8,4.48,35.89,22.55,Haze.
"February 4, 2021",43.45,4.84,37.18,21.87,Haze.
"February 5, 2021",46.02,4.68,45.2,23.27,Partly cloudy.
"February 6, 2021",47.61,3.73,40.18,19.16,Clear.
"February 8, 2021",49.23,2.05,23.05,12.29,Haze.
"February 10, 2021",41.57,1.93,20.09,11.58,Clear.
"February 11, 2021",52.3,3.3,34.93,19.73,Haze.
"February 12, 2021",53.41,3.66,36.14,21.12,Haze.
"February 13, 2021",47.16,2.98,21.27,15.67,Passing clouds.
"February 14, 2021",50.75,1.82,14.48,10.89,Passing clouds.
"February 15, 2021",56.73,2.84,25.91,17.04,Haze.
"February 16, 2021",48.39,3.41,32.07,20.41,Haze.
"February 17, 2021",55.11,3.95,31.93,23.14,Haze.
"February 18, 2021",50.23,2.39,17.3,14.3,Haze.
"February 19, 2021",53.0,2.5,22.91,15.04,Haze.
"February 20, 2021",48.18,3.23,31.25,19.16,Haze.
"February 21, 2021",54.11,3.3,37.27,19.84,Passing clouds.
"February 22, 2021",45.39,1.25,15.39,7.52,Haze.
"February 23, 2021",57.45,4.25,36.05,19.77,Passing clouds.
"February 24, 2021",58.95,4.5,52.11,23.15,Thunderstorms. Partly cloudy.
"February 25, 2021",50.52,4.73,44.61,22.45,Passing clouds.
"February 26, 2021",41.07,4.5,43.41,19.06,Thunderstorms. Partly cloudy.
"February 28, 2021",62.11,8.07,53.34,27.04,Fog.
"March 1, 2021",49.5,5.18,28.0,21.14,Clear.
"March 2, 2021",49.5,5.18,28.0,21.14,Clear.
"March 3, 2021",56.91,4.43,32.89,25.23,Haze.
"March 4, 2021",53.25,3.11,24.25,18.36,Haze.
"March 5, 2021",47.18,3.7,33.23,21.1,Haze.
"March 6, 2021",60.11,7.39,33.0,25.18,Haze.
"March 7, 2021",59.14,6.68,35.93,25.82,Haze.
"March 8, 2021",48.07,6.59,36.18,19.04,Partly cloudy.
"March 9, 2021",59.55,4.64,45.2,25.89,Thundershowers. Passing clouds.
"March 10, 2021",52.64,4.45,36.5,22.5,Passing clouds.
"March 11, 2021",58.8,6.98,33.45,22.49,Passing clouds.
"March 12, 2021",55.45,7.93,53.0,25.94,Thundershowers. Partly cloudy.
"March 13, 2021",56.16,7.7,48.89,22.6,Fog.
"March 14, 2021",45.93,5.23,39.3,20.55,Passing clouds.
"March 15, 2021",49.84,5.23,53.89,23.2,Rain. Partly cloudy.
"March 16, 2021",56.25,6.09,47.45,24.53,Passing clouds.
"March 17, 2021",59.57,6.16,42.89,25.2,Passing clouds.
"March 18, 2021",47.18,4.82,30.77,19.72,Haze.
"March 19, 2021",61.55,8.32,33.93,22.47,Haze.
"March 20, 2021",59.66,5.68,33.93,24.5,Haze.
"March 21, 2021",58.3,5.59,30.5,23.07,Passing clouds.
"March 22, 2021",52.57,8.48,43.5,23.08,Partly cloudy.
"March 23, 2021",52.36,7.73,70.84,25.87,Partly cloudy.
"March 24, 2021",42.84,9.52,67.64,22.47,Rain. Mostly cloudy.
"March 25, 2021",48.89,4.16,42.93,20.51,Fog.
