,Temp,Wind,Barometer,Visibility,Weather
"May 9, 2020",44.14,2.43,17.43,0.0,Clear.
"May 10, 2020",58.0,2.29,39.29,0.0,Overcast.
"May 11, 2020",37.29,2.29,24.43,0.0,Overcast.
"May 12, 2020",41.43,6.29,48.14,0.0,Clear.
"May 13, 2020",63.86,4.14,38.57,0.0,Clear.
"May 14, 2020",64.43,2.0,37.0,0.0,Overcast.
"May 15, 2020",30.43,3.29,51.14,0.0,Passing clouds.
"May 16, 2020",33.57,0.71,11.29,0.0,Passing clouds.
"May 17, 2020",65.57,2.57,42.14,0.0,Clear.
"May 18, 2020",72.71,5.14,47.57,0.0,Clear.
"May 19, 2020",52.57,3.43,24.71,0.0,Passing clouds.
"May 20, 2020",60.71,3.0,36.29,0.0,Clear.
"May 21, 2020",66.57,2.43,24.43,0.0,Clear.
"May 22, 2020",79.57,1.57,24.0,0.0,Clear.
"May 23, 2020",61.14,1.29,18.57,0.0,Clear.
"May 24, 2020",63.86,9.57,48.43,0.0,Clear.
"May 25, 2020",40.86,1.0,15.14,0.0,Sunny.
"May 26, 2020",51.71,3.14,33.57,0.0,Clear.
"May 27, 2020",61.14,2.71,36.43,0.0,Sunny.
"May 28, 2020",82.43,2.29,31.57,0.0,Clear.
"May 29, 2020",61.57,2.57,21.0,0.0,Scattered clouds.
"May 30, 2020",64.0,2.57,49.0,0.0,Passing clouds.
"May 31, 2020",55.86,3.57,75.43,0.0,Passing clouds.
"June 1, 2020",42.57,2.0,43.0,0.0,Clear.
"June 2, 2020",42.57,2.0,43.0,0.0,Clear.
"June 3, 2020",66.0,1.43,52.14,0.0,Clear.
"June 5, 2020",10.14,0.71,8.71,0.0,Scattered clouds.
"June 6, 2020",8.71,0.29,10.29,0.0,Passing clouds.
"June 7, 2020",53.29,2.0,45.57,0.0,Overcast.
"June 8, 2020",26.71,1.0,25.29,0.0,Fog.
"June 9, 2020",62.71,2.43,29.43,0.0,Clear.
"June 10, 2020",26.0,1.0,18.71,0.0,Clear.
"June 11, 2020",28.86,1.29,32.0,0.0,Scattered clouds.
"June 12, 2020",67.86,1.43,50.86,0.0,Clear.
"June 13, 2020",57.0,2.29,31.86,0.0,Clear.
"June 14, 2020",67.0,1.71,26.29,0.0,Clear.
"June 15, 2020",70.43,1.43,41.29,0.0,Clear.
"June 16, 2020",59.29,1.86,38.86,0.0,Clear.
"June 17, 2020",51.71,1.0,11.71,0.0,Clear.
"June 18, 2020",54.14,0.57,10.86,0.0,Sunny.
"June 19, 2020",65.0,3.0,26.86,0.0,Sunny.
"June 20, 2020",59.71,4.71,36.14,0.0,Clear.
"June 21, 2020",64.29,1.57,27.86,0.0,Scattered clouds.
"June 22, 2020",74.0,1.86,33.29,0.0,Clear.
"June 23, 2020",53.86,0.86,29.57,0.0,Sunny.
"June 24, 2020",28.43,0.71,10.43,0.0,Clear.
"June 25, 2020",49.86,1.43,21.71,0.0,Overcast.
"June 26, 2020",50.57,1.71,32.86,0.0,Passing clouds.
"June 27, 2020",57.71,1.0,22.43,0.0,Clear.
"June 28, 2020",58.86,1.71,31.71,0.0,Clear.
"June 29, 2020",50.0,1.57,29.43,0.0,Clear.
"June 30, 2020",70.71,1.29,25.57,0.0,Clear.
"July 1, 2020",51.14,1.0,19.29,0.0,Sunny.
"July 2, 2020",51.14,1.0,19.29,0.0,Sunny.
"July 3, 2020",30.0,0.71,8.14,0.0,Clear.
"July 4, 2020",55.57,1.86,30.86,0.0,Sunny.
"July 5, 2020",38.43,1.86,30.57,0.0,Clear.
"July 6, 2020",56.86,3.0,53.43,0.0,Passing clouds.
"July 7, 2020",60.43,2.29,50.14,0.0,Clear.
"July 8, 2020",79.43,2.86,73.0,0.0,Passing clouds.
"July 9, 2020",40.57,1.29,31.43,0.0,Passing clouds.
"July 10, 2020",60.86,2.14,31.86,0.0,Thundershowers. Overcast.
"July 11, 2020",62.43,1.29,31.0,0.0,Passing clouds.
"July 12, 2020",41.43,1.71,32.57,0.0,Scattered clouds.
"July 13, 2020",66.71,2.71,32.57,0.0,Overcast.
"July 14, 2020",61.71,1.29,27.86,0.0,Clear.
"July 15, 2020",43.29,0.71,18.0,0.0,Clear.
"July 16, 2020",41.29,1.57,41.0,0.0,Scattered clouds.
"July 17, 2020",69.0,1.14,42.57,0.0,Overcast.
"July 18, 2020",29.29,0.57,20.86,0.0,Thunderstorms. Overcast.
"July 19, 2020",41.0,0.57,22.57,0.0,Passing clouds.
"July 20, 2020",59.57,1.86,55.29,0.0,Passing clouds.
"July 21, 2020",47.14,1.71,30.71,0.0,Clear.
"July 22, 2020",51.86,1.86,57.71,0.0,Overcast.
"July 23, 2020",66.57,2.43,40.86,0.0,Passing clouds.
"July 24, 2020",27.29,0.57,21.43,0.0,Clear.
"July 25, 2020",40.29,0.57,24.57,0.0,Fog.
"July 26, 2020",56.0,0.86,34.71,0.0,Low clouds.
"July 27, 2020",58.0,1.14,52.43,0.0,Light rain. Low clouds.
"July 28, 2020",48.71,0.29,13.14,0.0,Low clouds.
"July 29, 2020",20.29,0.0,0.0,0.0,Passing clouds.
"July 30, 2020",41.71,0.86,32.14,0.0,Clear.
"July 31, 2020",38.43,0.29,13.0,0.0,Passing clouds.
"August 1, 2020",57.29,2.29,43.0,0.0,Clear.
"August 2, 2020",57.29,2.29,43.0,0.0,Clear.
"August 3, 2020",67.71,3.43,67.0,0.0,Passing clouds.
"August 4, 2020",60.71,2.29,55.29,0.0,Clear.
"August 5, 2020",70.71,0.86,29.0,0.0,Passing clouds.
"August 6, 2020",63.0,2.57,66.43,0.0,Clear.
"August 7, 2020",42.57,2.43,41.57,0.0,Sunny.
"August 8, 2020",29.86,0.29,12.43,0.0,Clear.
"August 9, 2020",20.71,0.57,25.71,0.0,Thunderstorms. Low clouds.
"August 10, 2020",48.14,1.14,49.14,0.0,Overcast.
"August 12, 2020",10.29,0.29,13.14,0.0,Fog.
"August 13, 2020",52.14,1.29,39.43,0.0,Fog.
"August 14, 2020",71.14,1.71,34.57,0.0,Fog.
"August 15, 2020",68.86,0.86,38.0,0.0,Overcast.
"August 16, 2020",58.29,0.57,25.57,0.0,Fog.
"August 17, 2020",60.29,1.14,49.0,0.0,Passing clouds.
"August 18, 2020",42.14,0.86,39.43,0.0,Fog.
"August 19, 2020",62.43,0.57,21.14,0.0,Fog.
"August 20, 2020",50.86,2.0,29.57,0.0,Passing clouds.
"August 21, 2020",57.14,3.29,76.57,0.0,Overcast.
"August 22, 2020",27.86,0.57,26.0,0.0,Overcast.
"August 23, 2020",49.43,2.0,47.0,0.0,Passing clouds.
"August 24, 2020",40.86,2.0,50.71,0.0,Fog.
"August 25, 2020",60.0,1.43,63.57,0.0,Passing clouds.
"August 26, 2020",58.86,0.86,39.71,0.0,Overcast.
"August 27, 2020",65.43,4.29,68.0,0.0,Low clouds.
"August 28, 2020",44.29,2.71,53.57,0.0,Overcast.
"August 29, 2020",52.43,0.29,11.71,0.0,Overcast.
"August 30, 2020",37.71,0.71,10.86,0.0,Clear.
"August 31, 2020",9.14,0.0,0.0,0.0,Passing clouds.
"September 1, 2020",26.43,0.86,36.0,0.0,Overcast.
"September 2, 2020",26.43,0.86,36.0,0.0,Overcast.
"September 3, 2020",28.0,0.29,13.71,0.0,Overcast.
"September 4, 2020",37.0,0.57,24.14,0.0,Overcast.
"September 5, 2020",36.0,1.29,36.29,0.0,Overcast.
"September 6, 2020",58.0,2.14,34.43,0.0,Clear.
"September 7, 2020",75.14,3.29,74.43,0.0,Passing clouds.
"September 8, 2020",67.43,3.57,48.57,0.0,Passing clouds.
"September 9, 2020",77.43,3.29,72.86,0.0,Clear.
"September 10, 2020",56.57,2.29,57.43,0.0,Clear.
"September 11, 2020",67.43,3.71,77.29,0.0,Clear.
"September 12, 2020",39.14,1.29,30.86,0.0,Clear.
"September 13, 2020",48.43,2.14,29.43,0.0,Clear.
"September 14, 2020",57.57,0.29,10.86,0.0,Clear.
"September 15, 2020",66.0,1.0,23.57,0.0,Clear.
"September 16, 2020",57.71,0.71,10.86,0.0,Overcast.
"September 17, 2020",29.29,1.43,21.29,0.0,Sunny.
"September 22, 2020",9.29,0.71,8.29,0.0,Clear.
"September 23, 2020",31.14,0.57,14.71,0.0,Sunny.
"September 24, 2020",28.86,0.29,8.29,0.0,Sunny.
"September 25, 2020",68.14,3.43,46.43,0.0,Clear.
"September 26, 2020",54.14,2.29,40.43,0.0,Passing clouds.
"September 27, 2020",26.57,2.14,18.71,0.0,Passing clouds.
"September 28, 2020",38.86,0.86,19.43,0.0,Sunny.
"September 29, 2020",65.86,2.29,42.71,0.0,Clear.
"September 30, 2020",54.14,1.57,30.86,0.0,Clear.
"October 1, 2020",28.57,1.0,13.57,0.0,Clear.
"October 2, 2020",28.57,1.0,13.57,0.0,Clear.
"October 3, 2020",48.57,1.0,10.43,0.0,Sunny.
"October 4, 2020",56.43,0.86,18.71,0.0,Clear.
"October 5, 2020",57.29,0.86,17.57,0.0,Clear.
"October 6, 2020",47.29,1.0,11.57,0.0,Clear.
"October 7, 2020",48.14,1.29,14.29,0.0,Clear.
"October 8, 2020",66.14,3.86,39.57,0.0,Clear.
"October 9, 2020",46.14,2.0,29.43,0.0,Clear.
"October 10, 2020",47.71,2.14,22.57,0.0,Clear.
"October 11, 2020",66.0,2.71,31.71,0.0,Clear.
"October 12, 2020",65.86,2.0,26.0,0.0,Clear.
"October 13, 2020",47.86,1.57,24.86,0.0,Clear.
"October 14, 2020",55.86,2.14,17.57,0.0,Clear.
"October 16, 2020",28.14,1.43,12.29,0.0,Clear.
"October 17, 2020",45.29,2.57,37.29,0.0,Clear.
"October 18, 2020",26.29,1.29,20.0,0.0,Clear.
"October 19, 2020",36.0,2.0,21.86,0.0,Clear.
"October 20, 2020",43.0,1.86,26.57,0.0,Clear.
"October 21, 2020",69.71,0.57,11.86,0.0,Clear.
"October 22, 2020",48.43,1.14,25.57,0.0,Clear.
"October 23, 2020",44.43,0.57,11.0,0.0,Sunny.
"October 24, 2020",60.0,1.71,15.71,0.0,Clear.
"October 25, 2020",40.71,1.0,13.0,0.0,Clear.
"October 26, 2020",39.14,1.86,26.43,0.0,Clear.
"October 27, 2020",56.86,4.14,41.43,0.0,Clear.
"October 28, 2020",40.0,1.29,17.57,0.0,Clear.
"October 29, 2020",58.0,1.57,25.57,0.0,Clear.
"October 30, 2020",48.0,2.14,18.57,0.0,Clear.
"November 2, 2020",25.71,2.57,13.14,0.0,Passing clouds.
"November 3, 2020",15.43,1.0,10.14,0.0,Clear.
"November 4, 2020",41.86,1.57,18.86,0.0,Clear.
"November 5, 2020",42.57,0.86,16.43,0.0,Sunny.
"November 6, 2020",41.86,1.14,20.86,0.0,Clear.
"November 7, 2020",40.29,0.86,16.29,0.0,Clear.
"November 8, 2020",41.14,1.14,20.29,0.0,Clear.
"November 9, 2020",58.29,1.29,15.14,0.0,Clear.
"November 10, 2020",34.14,0.86,16.57,0.0,Scattered clouds.
"November 11, 2020",55.29,2.0,24.29,0.0,Clear.
"November 12, 2020",41.0,1.57,23.43,0.0,Sunny.
"November 13, 2020",22.43,0.0,0.0,0.0,Clear.
"November 14, 2020",33.86,2.0,16.57,0.0,Sunny.
"November 15, 2020",46.43,5.43,65.43,0.0,Passing clouds.
"November 16, 2020",40.0,7.0,80.43,0.0,Overcast.
"November 17, 2020",29.29,1.57,46.29,0.0,Light snow. Overcast.
"November 18, 2020",39.43,4.14,54.14,0.0,Clear.
"November 19, 2020",45.57,4.29,53.57,0.0,Clear.
"November 20, 2020",30.43,1.29,32.71,0.0,Passing clouds.
"November 21, 2020",37.43,1.0,14.71,0.0,Clear.
"November 22, 2020",31.29,0.29,9.14,0.0,Clear.
"November 23, 2020",43.43,1.43,43.14,0.0,Clear.
"November 24, 2020",36.0,3.0,71.86,0.0,Overcast.
"November 25, 2020",25.71,2.71,64.86,0.0,Low clouds.
"November 26, 2020",19.71,1.29,39.29,0.0,Overcast.
"November 27, 2020",28.57,0.86,33.86,0.0,Light rain. Low clouds.
"November 28, 2020",38.0,2.0,31.86,0.0,Clear.
"November 29, 2020",12.0,0.29,10.14,0.0,Clear.
"November 30, 2020",32.43,0.86,17.0,0.0,Partly sunny.
"December 1, 2020",48.43,2.57,37.29,0.0,Passing clouds.
"December 2, 2020",48.43,2.57,37.29,0.0,Passing clouds.
"December 3, 2020",44.86,3.14,37.57,0.0,Clear.
"December 4, 2020",55.14,2.14,37.86,0.0,Clear.
"December 5, 2020",44.0,1.86,33.14,0.0,Clear.
"December 6, 2020",35.14,0.29,8.86,0.0,Passing clouds.
"December 7, 2020",49.71,1.14,32.86,0.0,Clear.
"December 8, 2020",27.29,2.0,27.86,0.0,Overcast.
"December 11, 2020",36.57,2.14,66.86,0.0,Overcast.
"December 12, 2020",11.71,1.43,19.29,0.0,Overcast.
"December 14, 2020",9.71,1.29,25.14,0.0,Low clouds.
"December 15, 2020",26.86,0.86,33.86,0.0,Passing clouds.
"December 16, 2020",26.57,1.43,48.29,0.0,Clear.
"December 17, 2020",34.29,3.0,55.57,0.0,Clear.
"December 18, 2020",15.86,0.86,23.43,0.0,Clear.
"December 19, 2020",38.57,4.14,56.86,0.0,Clear.
"December 21, 2020",5.29,0.29,8.0,0.0,Clear.
"December 22, 2020",21.71,0.86,18.71,0.0,Partly sunny.
"December 23, 2020",31.43,0.29,8.57,0.0,Clear.
"December 24, 2020",37.29,0.86,25.71,0.0,Clear.
"December 25, 2020",31.14,0.29,5.0,0.0,Passing clouds.
"December 26, 2020",42.71,2.0,26.43,0.0,Clear.
"December 27, 2020",24.14,1.57,30.71,0.0,Passing clouds.
"December 28, 2020",25.14,2.43,38.14,0.0,Passing clouds.
"December 29, 2020",33.71,2.29,53.43,0.0,Overcast.
"December 31, 2020",4.14,0.29,10.29,0.0,Clear.
"January 1, 2021",26.86,1.43,42.71,0.0,Clear.
"January 2, 2021",26.86,1.43,42.71,0.0,Clear.
"January 3, 2021",32.43,0.86,22.57,0.0,Sunny.
"January 4, 2021",35.57,2.71,38.57,0.0,Clear.
"January 5, 2021",11.14,1.0,19.43,0.0,Overcast.
"January 7, 2021",10.14,0.29,13.29,0.0,Light snow. Low clouds.
"January 8, 2021",16.71,1.29,30.0,0.0,Passing clouds.
"January 9, 2021",21.71,2.29,45.43,0.0,Partly sunny.
"January 10, 2021",26.57,3.14,51.43,0.0,Clear.
"January 11, 2021",31.29,2.71,44.86,0.0,Partly sunny.
"January 12, 2021",38.57,1.43,37.71,0.0,Clear.
"January 13, 2021",33.14,3.29,30.57,0.0,Sunny.
"January 14, 2021",45.14,3.29,49.57,0.0,Passing clouds.
"January 15, 2021",49.29,1.86,40.14,0.0,Clear.
"January 16, 2021",55.86,2.86,54.43,0.0,Clear.
"January 17, 2021",56.14,4.43,57.71,0.0,Clear.
"January 18, 2021",47.71,2.57,38.43,0.0,Clear.
"January 19, 2021",33.71,0.86,21.57,0.0,Sunny.
"January 20, 2021",52.43,1.14,28.43,0.0,Clear.
"January 21, 2021",41.43,1.86,25.29,0.0,Clear.
"January 22, 2021",40.0,2.0,18.43,0.0,Clear.
"January 23, 2021",24.43,1.0,13.43,0.0,Clear.
"January 25, 2021",24.14,2.43,41.57,0.0,Overcast.
"January 26, 2021",29.14,1.29,21.71,0.0,Clear.
"January 27, 2021",24.43,1.0,14.57,0.0,Sunny.
"January 28, 2021",17.14,1.0,13.43,0.0,Clear.
"January 29, 2021",42.57,1.86,35.14,0.0,Clear.
"January 30, 2021",37.0,3.0,45.29,0.0,Clear.
"January 31, 2021",37.71,2.14,44.14,0.0,Clear.
"February 1, 2021",47.14,2.14,42.0,0.0,Passing clouds.
"February 3, 2021",12.43,0.71,7.14,0.0,Clear.
"February 4, 2021",22.57,0.86,29.86,0.0,Overcast.
"February 5, 2021",33.43,0.86,28.71,0.0,Clear.
"February 6, 2021",33.57,1.14,38.0,0.0,Clear.
"February 8, 2021",5.14,0.0,0.0,0.0,Clear.
"February 10, 2021",6.86,0.71,6.14,0.0,Passing clouds.
"February 11, 2021",37.0,2.29,30.86,0.0,Clear.
"February 12, 2021",22.0,0.57,13.71,0.0,Sunny.
"February 13, 2021",27.86,2.0,32.71,0.0,Clear.
"February 14, 2021",6.57,0.29,9.0,0.0,Scattered clouds.
"February 15, 2021",43.14,2.57,45.14,0.0,Clear.
"February 16, 2021",28.0,1.57,30.71,0.0,Sunny.
"February 18, 2021",6.57,0.29,7.43,0.0,Clear.
"February 19, 2021",27.71,0.71,6.43,0.0,Clear.
"February 20, 2021",23.71,0.29,5.14,0.0,Sunny.
"February 21, 2021",50.0,0.86,24.86,0.0,Passing clouds.
"February 22, 2021",25.71,0.29,6.86,0.0,Sunny.
"February 23, 2021",7.14,0.0,0.0,0.0,Overcast.
"February 24, 2021",24.29,1.29,25.0,0.0,Passing clouds.
"February 25, 2021",39.43,2.0,27.14,0.0,Clear.
"February 26, 2021",46.14,2.57,42.14,0.0,Overcast.
"February 28, 2021",6.71,0.29,9.14,0.0,Clear.
"March 1, 2021",35.29,1.29,26.57,0.0,Passing clouds.
"March 2, 2021",35.29,1.29,26.57,0.0,Passing clouds.
"March 3, 2021",26.57,1.57,31.29,0.0,Clear.
"March 4, 2021",27.29,1.29,22.86,0.0,Clear.
"March 5, 2021",51.43,4.43,50.29,0.0,Passing clouds.
"March 6, 2021",52.71,2.86,46.0,0.0,Clear.
"March 7, 2021",59.57,4.43,49.14,0.0,Clear.
"March 8, 2021",59.14,2.86,57.86,0.0,Overcast.
"March 9, 2021",48.43,2.57,56.86,0.0,Clear.
"March 11, 2021",44.57,1.86,40.86,0.0,Passing clouds.
"March 12, 2021",31.71,2.57,59.43,0.0,Overcast.
"March 13, 2021",42.71,2.86,80.71,0.0,Thundershowers. Overcast.
"March 14, 2021",56.57,2.71,73.71,0.0,Clear.
"March 15, 2021",39.29,3.29,65.71,0.0,Passing clouds.
"March 16, 2021",52.0,2.86,59.0,0.0,Clear.
"March 17, 2021",54.29,2.14,45.57,0.0,Overcast.
"March 18, 2021",47.57,1.86,42.86,0.0,Passing clouds.
"March 19, 2021",48.86,1.86,38.57,0.0,Clear.
"March 20, 2021",54.71,4.14,49.57,0.0,Overcast.
"March 21, 2021",49.71,3.29,40.57,0.0,Clear.
"March 22, 2021",56.43,3.57,73.86,0.0,Clear.
"March 23, 2021",18.86,2.29,33.71,0.0,Clear.
"March 24, 2021",44.57,9.0,82.0,0.0,Overcast.
"March 25, 2021",51.71,2.14,65.71,0.0,Overcast.
"March 26, 2021",51.71,2.86,46.29,0.0,Clear.
"March 27, 2021",57.14,1.57,28.71,0.0,Clear.
"March 28, 2021",57.0,1.29,21.14,0.0,Clear.
"March 29, 2021",59.43,2.43,43.71,0.0,Passing clouds.
"March 30, 2021",24.71,1.29,21.29,0.0,Overcast.
"March 31, 2021",24.0,1.29,15.0,0.0,Clear.
"April 1, 2021",62.0,3.14,40.0,0.0,Clear.
"April 2, 2021",62.0,3.14,40.0,0.0,Clear.
"April 3, 2021",31.57,1.57,24.86,0.0,Clear.
"April 4, 2021",46.29,3.0,36.71,0.0,Clear.
"April 5, 2021",55.57,3.71,37.14,0.0,Clear.
"April 6, 2021",47.57,3.0,47.71,0.0,Overcast.
"April 7, 2021",62.0,3.71,56.43,0.0,Overcast.
"April 8, 2021",40.29,2.71,45.0,0.0,Overcast.
"April 9, 2021",61.0,2.0,46.29,0.0,Clear.
"April 10, 2021",62.43,2.57,36.43,0.0,Clear.
"April 11, 2021",50.29,1.71,34.0,0.0,Clear.
"April 12, 2021",39.14,3.0,30.14,0.0,Passing clouds.
"April 13, 2021",42.14,2.29,36.14,0.0,Passing clouds.
"April 14, 2021",58.14,2.86,46.71,0.0,Clear.
