,Temp,Wind,Barometer,Visibility,Weather
"March 5, 2020",65.02,5.65,53.75,22.36,Passing clouds.
"March 6, 2020",60.56,10.44,91.5,30.41,Passing clouds.
"March 7, 2020",55.69,9.44,78.96,28.52,Partly cloudy.
"March 8, 2020",58.21,2.35,30.35,11.85,Passing clouds.
"March 9, 2020",58.21,2.35,30.35,11.85,Passing clouds.
"March 10, 2020",61.54,5.19,56.79,23.12,Clear.
"March 11, 2020",66.81,1.65,20.31,9.32,Clear.
"March 12, 2020",53.31,4.9,53.12,18.58,Passing clouds.
"March 13, 2020",56.46,6.56,77.27,27.94,Drizzle. Mostly cloudy.
"March 14, 2020",56.56,5.71,43.0,19.36,Passing clouds.
"March 15, 2020",62.46,3.0,23.35,11.88,Clear.
"March 16, 2020",38.69,0.25,2.58,1.25,Clear.
"March 17, 2020",57.54,3.08,18.33,11.26,Passing clouds.
"March 18, 2020",70.27,3.19,22.98,13.76,Clear.
"March 19, 2020",65.29,1.52,14.08,8.11,Passing clouds.
"March 20, 2020",70.31,2.02,15.42,9.32,Clear.
"March 21, 2020",65.67,5.46,37.62,17.4,Passing clouds.
"March 22, 2020",72.23,4.96,42.38,17.42,Thunderstorms. Mostly cloudy.
"March 23, 2020",63.4,1.9,18.69,9.35,Passing clouds.
"March 24, 2020",68.35,3.17,29.85,14.92,Mostly cloudy.
"March 25, 2020",60.19,5.33,57.35,22.38,Passing clouds.
"March 26, 2020",48.94,4.31,38.48,17.43,Passing clouds.
"March 27, 2020",52.21,5.33,60.79,21.83,Passing clouds.
"March 28, 2020",53.81,3.75,34.33,14.32,Drizzle. Mostly cloudy.
"March 29, 2020",65.52,4.21,41.17,18.69,Passing clouds.
"March 30, 2020",60.67,2.17,24.46,11.23,Clear.
"March 31, 2020",63.71,2.21,19.25,10.59,Clear.
"April 1, 2020",52.38,3.0,32.44,13.1,Clear.
"April 2, 2020",52.38,3.0,32.44,13.1,Clear.
"April 3, 2020",64.33,1.08,7.73,6.23,Thundershowers. Passing clouds.
"April 4, 2020",62.88,1.69,7.1,6.85,Haze.
"April 5, 2020",46.54,3.02,17.58,10.58,Haze.
"April 6, 2020",67.08,2.23,18.9,9.97,Thundershowers. Partly cloudy.
"April 7, 2020",63.1,5.71,46.35,23.7,Clear.
"April 8, 2020",59.48,4.85,31.33,18.04,Passing clouds.
"April 9, 2020",65.77,1.42,10.29,7.47,Passing clouds.
"April 10, 2020",65.98,3.35,21.33,14.29,Haze.
"April 11, 2020",59.75,5.04,31.27,17.44,Passing clouds.
"April 12, 2020",74.5,0.88,8.0,4.99,Passing clouds.
"April 13, 2020",74.5,0.88,8.0,4.99,Passing clouds.
"April 14, 2020",60.75,2.62,15.58,12.39,Partly cloudy.
"April 15, 2020",63.02,2.46,8.0,8.65,Haze.
"April 16, 2020",61.35,2.88,22.02,13.04,Passing clouds.
"April 17, 2020",56.02,1.81,11.6,8.06,Clear.
"April 18, 2020",65.44,5.71,29.69,16.1,Mostly cloudy.
"April 19, 2020",61.21,3.15,30.69,15.54,Passing clouds.
"April 20, 2020",70.6,2.15,13.42,10.54,Clear.
"April 21, 2020",61.5,2.98,22.6,11.18,Drizzle. Mostly cloudy.
"April 22, 2020",57.65,2.1,18.5,9.32,Thunderstorms. Mostly cloudy.
"April 23, 2020",74.58,2.27,12.77,10.53,Passing clouds.
"April 24, 2020",72.54,3.92,22.27,16.7,Partly cloudy.
"April 25, 2020",69.52,3.42,11.44,9.88,Haze.
"April 26, 2020",61.83,2.25,19.23,9.89,Drizzle. Mostly cloudy.
"April 27, 2020",62.31,0.94,6.25,4.33,Clear.
"April 28, 2020",68.1,3.85,21.83,17.37,Haze.
"April 29, 2020",67.12,4.4,21.75,13.05,Thundershowers. Passing clouds.
"May 1, 2020",46.12,2.79,10.67,11.72,Clear.
"May 2, 2020",46.12,2.79,10.67,11.72,Clear.
"May 3, 2020",50.81,5.04,28.35,20.35,Passing clouds.
"May 4, 2020",55.17,6.46,32.92,15.48,Haze.
"May 5, 2020",55.17,6.46,32.92,15.48,Haze.
"May 6, 2020",80.02,1.85,18.19,10.54,Passing clouds.
"May 7, 2020",80.02,1.85,18.19,10.54,Passing clouds.
"May 8, 2020",70.33,4.17,24.96,18.57,Haze.
"May 9, 2020",62.81,2.71,15.92,11.74,Passing clouds.
"May 10, 2020",46.81,2.54,14.56,11.12,Passing clouds.
"May 11, 2020",44.62,3.31,17.62,14.83,Passing clouds.
"May 12, 2020",57.44,2.23,17.23,10.5,Passing clouds.
"May 13, 2020",65.42,5.73,48.17,22.32,Thundershowers. Passing clouds.
"May 14, 2020",71.25,1.29,15.88,6.19,Thundershowers. Mostly cloudy.
"May 15, 2020",70.5,3.96,35.81,17.95,Mostly cloudy.
"May 16, 2020",62.35,2.58,24.31,11.18,Clear.
"May 17, 2020",50.54,0.92,7.62,5.56,Clear.
"May 18, 2020",57.35,2.44,6.67,6.79,Haze.
"May 19, 2020",63.46,2.27,11.52,11.11,Duststorm.
"May 20, 2020",70.27,2.33,10.9,11.1,Haze.
"May 21, 2020",52.08,3.79,9.4,12.33,Haze.
"May 22, 2020",34.33,1.19,5.75,6.76,Haze.
"May 23, 2020",39.77,5.52,13.6,17.81,Haze.
"May 24, 2020",43.33,3.08,13.33,14.78,Haze.
"May 25, 2020",52.21,1.96,9.79,9.88,Haze.
"May 26, 2020",52.21,1.96,9.79,9.88,Haze.
"May 27, 2020",27.48,3.12,11.75,13.53,Clear.
"May 28, 2020",40.96,1.88,6.0,8.59,Haze.
"May 29, 2020",45.77,5.17,19.31,17.77,Haze.
"May 30, 2020",78.98,6.92,35.15,21.53,Passing clouds.
"May 31, 2020",73.67,5.46,42.33,22.23,Passing clouds.
"June 1, 2020",71.85,4.52,16.08,9.9,Passing clouds.
"June 2, 2020",71.85,4.52,16.08,9.9,Passing clouds.
"June 3, 2020",77.81,2.67,21.04,11.13,Thundershowers. Passing clouds.
"June 5, 2020",83.25,3.85,24.94,17.26,Passing clouds.
"June 6, 2020",61.5,3.44,21.62,14.77,Clear.
"June 7, 2020",57.85,4.58,28.12,19.68,Passing clouds.
"June 8, 2020",52.08,4.0,29.65,17.84,Clear.
"June 9, 2020",52.08,4.0,29.65,17.84,Clear.
"June 10, 2020",55.02,9.48,34.06,23.37,Passing clouds.
"June 11, 2020",45.85,2.85,20.52,12.91,Passing clouds.
"June 12, 2020",45.85,2.85,20.52,12.91,Passing clouds.
"June 13, 2020",39.92,2.5,14.0,10.42,Clear.
"June 14, 2020",58.81,6.44,30.79,21.5,Passing clouds.
"June 15, 2020",46.9,2.23,13.27,10.45,Passing clouds.
"June 16, 2020",22.96,3.02,11.62,11.04,Clear.
"June 17, 2020",30.54,3.54,17.0,14.08,Clear.
"June 18, 2020",26.23,3.9,14.15,14.05,Haze.
"June 19, 2020",50.79,5.52,34.54,20.8,Haze.
"June 20, 2020",53.96,6.79,35.46,20.84,Passing clouds.
"June 21, 2020",57.4,7.12,40.83,22.11,Passing clouds.
"June 22, 2020",57.92,9.58,40.1,23.93,Passing clouds.
"June 23, 2020",44.42,7.15,29.79,17.17,Clear.
"June 24, 2020",36.58,7.04,27.15,19.05,Clear.
"June 25, 2020",80.73,9.06,53.88,27.71,Passing clouds.
"June 26, 2020",80.73,9.06,53.88,27.71,Passing clouds.
"June 27, 2020",50.5,6.38,34.81,19.63,Passing clouds.
"June 28, 2020",56.38,5.65,32.81,17.79,Passing clouds.
"June 29, 2020",50.88,9.98,36.71,20.2,Passing clouds.
"June 30, 2020",76.33,7.88,51.71,25.17,Passing clouds.
"July 1, 2020",54.0,2.19,17.75,10.46,Passing clouds.
"July 2, 2020",54.0,2.19,17.75,10.46,Passing clouds.
"July 3, 2020",38.9,4.4,29.88,16.54,Clear.
"July 4, 2020",44.21,8.77,34.9,21.41,Clear.
"July 5, 2020",55.25,13.67,40.73,25.06,Passing clouds.
"July 6, 2020",68.33,4.6,42.75,20.23,Passing clouds.
"July 7, 2020",74.08,3.58,27.83,14.72,Passing clouds.
"July 8, 2020",74.08,3.58,27.83,14.72,Passing clouds.
"July 9, 2020",57.29,4.27,35.21,20.3,Passing clouds.
"July 10, 2020",61.35,5.15,42.81,23.32,Passing clouds.
"July 11, 2020",57.73,9.98,45.75,24.48,Passing clouds.
"July 12, 2020",56.21,9.46,38.79,20.17,Clear.
"July 13, 2020",79.54,7.29,50.92,23.9,Passing clouds.
"July 14, 2020",46.27,3.44,25.12,15.35,Passing clouds.
"July 15, 2020",46.27,3.44,25.12,15.35,Passing clouds.
"July 16, 2020",46.96,5.96,34.42,21.48,Clear.
"July 17, 2020",56.23,6.85,45.35,23.32,Passing clouds.
"July 18, 2020",51.65,5.69,32.52,18.42,Passing clouds.
"July 19, 2020",48.33,3.75,25.6,14.76,Passing clouds.
"July 20, 2020",45.31,5.83,26.6,15.93,Passing clouds.
"July 21, 2020",68.71,10.6,47.19,23.23,Passing clouds.
"July 22, 2020",68.71,10.6,47.19,23.23,Passing clouds.
"July 23, 2020",71.88,7.96,57.88,23.95,Thundershowers. Partly cloudy.
"July 24, 2020",71.88,7.96,57.88,23.95,Thundershowers. Partly cloudy.
"July 25, 2020",81.73,2.6,29.35,12.31,Clear.
"July 26, 2020",73.42,3.67,36.33,17.2,Clear.
"July 27, 2020",85.0,2.4,23.88,12.97,Passing clouds.
"July 28, 2020",59.06,8.02,44.06,22.76,Passing clouds.
"July 29, 2020",56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
"July 30, 2020",56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
"July 31, 2020",56.38,9.94,47.4,23.93,Thundershowers. Passing clouds.
"August 1, 2020",53.62,7.83,45.62,22.73,Passing clouds.
"August 2, 2020",53.62,7.83,45.62,22.73,Passing clouds.
"August 3, 2020",43.25,4.9,31.92,17.18,Passing clouds.
"August 4, 2020",56.9,9.17,41.0,22.6,Clear.
"August 5, 2020",56.9,9.17,41.0,22.6,Clear.
"August 6, 2020",66.46,7.38,44.48,22.57,Passing clouds.
"August 7, 2020",42.02,2.48,17.58,11.62,Clear.
"August 8, 2020",54.69,4.25,36.67,18.41,Passing clouds.
"August 9, 2020",60.15,7.02,49.85,23.94,Passing clouds.
"August 10, 2020",60.15,7.02,49.85,23.94,Passing clouds.
"August 12, 2020",54.02,4.35,32.33,15.33,Passing clouds.
"August 13, 2020",53.35,10.79,50.27,23.88,Passing clouds.
"August 14, 2020",57.83,9.54,48.0,22.62,Passing clouds.
"August 15, 2020",84.21,6.1,52.31,23.87,Clear.
"August 16, 2020",44.79,1.75,14.67,8.57,Passing clouds.
"August 17, 2020",44.79,1.75,14.67,8.57,Passing clouds.
"August 18, 2020",45.9,2.77,18.27,12.25,Clear.
"August 19, 2020",52.96,7.29,47.12,23.9,Passing clouds.
"August 20, 2020",59.1,10.79,53.62,26.31,Passing clouds.
"August 21, 2020",59.1,10.79,53.62,26.31,Passing clouds.
"August 22, 2020",74.12,4.31,46.52,20.34,Passing clouds.
"August 23, 2020",77.52,3.31,31.5,15.41,Passing clouds.
"August 24, 2020",63.69,3.77,36.83,17.84,Clear.
"August 25, 2020",67.15,6.12,46.42,23.97,Clear.
"August 26, 2020",67.15,6.12,46.42,23.97,Clear.
"August 27, 2020",63.25,3.42,37.17,15.39,Clear.
"August 28, 2020",70.38,5.08,39.9,16.64,Thunderstorms. Partly cloudy.
"August 29, 2020",79.12,2.79,23.0,10.46,Passing clouds.
"August 30, 2020",77.04,0.31,3.31,1.84,Passing clouds.
"August 31, 2020",84.33,4.04,32.9,17.22,Passing clouds.
"September 1, 2020",62.85,7.88,62.88,24.06,Thunderstorms. Mostly cloudy.
"September 2, 2020",62.85,7.88,62.88,24.06,Thunderstorms. Mostly cloudy.
"September 3, 2020",67.79,3.67,52.52,17.95,Mostly cloudy.
"September 4, 2020",70.4,2.75,28.62,12.38,Clear.
"September 5, 2020",68.35,2.56,32.29,13.0,Partly cloudy.
"September 6, 2020",75.85,2.44,29.06,12.97,Passing clouds.
"September 7, 2020",77.4,3.08,26.83,12.94,Passing clouds.
"September 8, 2020",78.69,2.27,24.54,11.1,Clear.
"September 9, 2020",78.69,2.27,24.54,11.1,Clear.
"September 10, 2020",59.1,3.56,23.44,13.58,Clear.
"September 11, 2020",73.38,6.98,36.79,20.92,Passing clouds.
"September 12, 2020",72.08,4.75,31.12,18.46,Clear.
"September 13, 2020",60.65,2.42,16.71,11.11,Clear.
"September 14, 2020",58.08,4.79,30.52,17.91,Clear.
"September 15, 2020",79.92,4.19,31.17,16.66,Clear.
"September 16, 2020",78.25,3.73,42.48,17.88,Passing clouds.
"September 17, 2020",80.77,5.6,48.06,22.81,Fog.
"September 22, 2020",59.42,4.19,24.33,15.38,Clear.
"September 23, 2020",70.38,3.25,26.27,17.22,Clear.
"September 24, 2020",65.81,2.42,15.04,11.07,Clear.
"September 25, 2020",61.31,3.58,19.54,12.34,Clear.
"September 26, 2020",62.67,7.29,31.46,20.31,Clear.
"September 27, 2020",72.17,2.85,27.42,14.16,Clear.
"September 28, 2020",73.83,3.5,22.56,14.21,Clear.
"September 29, 2020",77.83,4.79,31.0,17.95,Clear.
"September 30, 2020",74.83,3.46,20.79,12.38,Clear.
"October 1, 2020",75.71,5.35,26.85,18.53,Clear.
"October 2, 2020",75.71,5.35,26.85,18.53,Clear.
"October 3, 2020",74.23,1.71,8.62,8.65,Clear.
"October 4, 2020",64.12,0.52,3.48,3.1,Clear.
"October 5, 2020",67.12,3.21,22.5,14.87,Clear.
"October 6, 2020",76.81,2.75,22.33,13.61,Clear.
"October 7, 2020",77.19,4.06,26.27,17.95,Clear.
"October 8, 2020",77.19,4.06,26.27,17.95,Clear.
"October 9, 2020",72.46,5.29,29.48,20.46,Clear.
"October 10, 2020",72.46,5.29,29.48,20.46,Clear.
"October 11, 2020",73.5,5.54,29.17,21.1,Clear.
"October 12, 2020",69.81,1.27,7.85,5.56,Clear.
"October 13, 2020",71.9,1.44,5.65,6.79,Clear.
"October 14, 2020",71.46,2.52,16.6,10.52,Clear.
"October 16, 2020",63.98,1.69,9.75,8.06,Clear.
"October 17, 2020",69.46,2.31,8.88,10.54,Clear.
"October 18, 2020",75.6,2.75,9.67,10.55,Clear.
"October 19, 2020",65.62,1.33,6.06,7.45,Clear.
"October 20, 2020",55.92,0.4,1.27,1.86,Clear.
"October 21, 2020",70.65,2.5,15.12,11.17,Clear.
"October 22, 2020",70.65,2.5,15.12,11.17,Clear.
"October 23, 2020",62.85,0.52,2.5,3.1,Clear.
"October 24, 2020",68.35,1.06,5.54,5.57,Clear.
"October 25, 2020",65.35,0.54,3.02,2.48,Clear.
"October 26, 2020",64.6,1.27,10.19,6.83,Clear.
"October 27, 2020",65.02,0.98,7.6,5.62,Clear.
"October 28, 2020",63.67,2.17,10.25,8.72,Clear.
"October 29, 2020",58.79,2.5,16.9,12.45,Clear.
"October 30, 2020",64.81,1.1,9.88,5.61,Clear.
"November 2, 2020",61.65,0.85,5.56,4.37,Clear.
"November 3, 2020",56.46,0.46,3.17,2.5,Fog.
"November 4, 2020",65.31,1.83,7.98,8.1,Clear.
"November 5, 2020",59.67,2.23,12.27,10.58,Clear.
"November 6, 2020",59.67,2.23,12.27,10.58,Clear.
"November 7, 2020",64.29,0.21,1.38,1.25,Clear.
"November 8, 2020",60.0,0.31,2.54,1.88,Clear.
"November 9, 2020",52.0,1.42,9.88,6.26,Clear.
"November 10, 2020",58.27,0.5,2.71,2.5,Clear.
"November 11, 2020",65.04,0.71,7.58,3.74,Clear.
"November 12, 2020",50.56,0.0,0.0,0.0,Fog.
"November 13, 2020",54.77,0.0,0.0,0.0,Fog.
"November 14, 2020",60.31,1.71,11.94,7.51,Fog.
"November 15, 2020",44.54,3.73,40.67,15.56,Fog.
"November 16, 2020",44.54,3.73,40.67,15.56,Fog.
"November 17, 2020",52.06,4.94,55.08,21.29,Fog.
"November 18, 2020",48.65,0.56,4.12,3.12,Clear.
"November 19, 2020",56.58,0.42,3.21,2.5,Clear.
"November 20, 2020",51.85,2.08,13.62,9.98,Clear.
"November 21, 2020",54.25,0.5,3.92,2.5,Clear.
"November 22, 2020",57.88,0.21,1.83,1.25,Clear.
"November 23, 2020",48.21,0.71,5.54,3.75,Fog.
"November 24, 2020",49.21,3.15,30.73,14.38,Fog.
"November 25, 2020",49.33,5.54,47.1,21.91,Clear.
"November 26, 2020",51.58,5.42,59.19,23.79,Mostly cloudy.
"November 27, 2020",48.23,6.08,40.75,17.58,Passing clouds.
"November 28, 2020",41.85,1.31,9.71,6.92,Clear.
"November 29, 2020",41.85,1.31,9.71,6.92,Clear.
"November 30, 2020",54.31,0.77,4.98,4.39,Clear.
"December 1, 2020",52.54,0.35,2.58,1.88,Passing clouds.
"December 2, 2020",52.54,0.35,2.58,1.88,Passing clouds.
"December 3, 2020",49.25,0.46,3.42,2.5,Fog.
"December 4, 2020",49.25,0.46,3.42,2.5,Fog.
"December 5, 2020",56.06,1.56,16.79,8.09,Fog.
"December 6, 2020",51.88,1.81,16.33,8.09,Clear.
"December 7, 2020",53.81,0.25,2.44,1.25,Fog.
"December 8, 2020",49.02,1.02,10.08,5.63,Fog.
"December 11, 2020",52.69,1.46,15.52,7.51,Passing clouds.
"December 12, 2020",49.9,1.58,20.27,7.5,Passing clouds.
"December 14, 2020",46.62,2.85,45.58,15.63,Fog.
"December 15, 2020",44.33,1.83,22.65,8.77,Fog.
"December 16, 2020",43.38,1.31,10.73,5.65,Fog.
"December 17, 2020",46.9,0.1,1.81,0.63,Fog.
"December 18, 2020",43.83,1.0,5.98,5.03,Fog.
"December 19, 2020",45.4,0.1,0.69,0.63,Clear.
"December 21, 2020",47.33,0.0,0.0,0.0,Clear.
"December 22, 2020",43.4,0.38,3.21,1.88,Fog.
"December 23, 2020",46.04,0.0,0.0,0.0,Fog.
"December 24, 2020",40.73,1.31,9.77,6.87,Fog.
"December 25, 2020",48.27,0.21,1.92,1.25,Fog.
"December 26, 2020",52.25,0.92,7.52,5.01,Fog.
"December 27, 2020",47.75,1.42,10.81,7.5,Clear.
"December 28, 2020",41.33,3.17,23.15,11.84,Fog.
"December 29, 2020",41.17,2.27,18.23,10.64,Clear.
"December 31, 2020",42.98,1.71,9.81,6.28,Fog.
"January 1, 2021",44.77,0.96,3.6,5.0,Passing clouds.
"January 2, 2021",44.77,0.96,3.6,5.0,Passing clouds.
"January 3, 2021",42.38,2.52,16.88,10.63,Clear.
"January 4, 2021",44.65,1.98,16.58,9.36,Clear.
"January 5, 2021",50.88,3.42,46.85,17.51,Passing clouds.
"January 7, 2021",42.88,0.56,9.04,3.13,Fog.
"January 8, 2021",45.85,2.29,27.04,12.48,Fog.
"January 9, 2021",42.56,0.15,0.21,0.62,Fog.
"January 10, 2021",46.42,0.0,0.0,0.0,Fog.
"January 11, 2021",43.23,0.77,4.81,4.38,Fog.
"January 12, 2021",44.38,0.9,10.5,4.38,Fog.
"January 13, 2021",51.83,0.46,2.15,2.5,Clear.
"January 14, 2021",46.75,0.21,3.4,1.25,Fog.
"January 15, 2021",38.92,2.33,27.31,12.5,Fog.
"January 16, 2021",42.1,1.21,10.65,6.24,Fog.
"January 17, 2021",46.94,1.5,7.23,8.74,Fog.
"January 18, 2021",40.85,3.42,37.5,13.73,Fog.
"January 19, 2021",39.73,5.65,46.17,18.16,Fog.
"January 20, 2021",45.54,0.4,2.69,1.87,Fog.
"January 21, 2021",50.94,0.15,0.92,0.62,Fog.
"January 22, 2021",53.98,1.17,8.56,6.22,Fog.
"January 23, 2021",53.12,0.67,6.88,3.73,Clear.
"January 25, 2021",53.29,1.04,6.0,5.63,Clear.
"January 26, 2021",48.69,1.71,10.79,8.77,Clear.
"January 27, 2021",48.77,1.83,9.25,8.76,Clear.
"January 28, 2021",46.58,0.96,7.79,5.02,Clear.
"January 29, 2021",46.58,0.96,7.79,5.02,Clear.
"January 30, 2021",50.23,0.98,7.46,5.64,Fog.
"January 31, 2021",49.4,1.33,8.1,6.25,Clear.
"February 1, 2021",55.48,2.31,14.85,10.03,Clear.
"February 3, 2021",48.75,0.15,0.92,0.62,Clear.
"February 4, 2021",48.75,0.15,0.92,0.62,Clear.
"February 5, 2021",51.04,3.65,23.79,13.78,Passing clouds.
"February 6, 2021",51.58,2.15,19.27,10.65,Clear.
"February 8, 2021",49.02,1.4,9.31,6.88,Clear.
"February 10, 2021",53.52,0.0,0.0,0.0,Fog.
"February 11, 2021",56.23,0.4,3.0,1.87,Clear.
"February 12, 2021",57.29,1.04,8.33,4.99,Clear.
"February 13, 2021",60.21,0.75,5.98,3.75,Fog.
"February 14, 2021",67.65,1.38,9.29,7.48,Clear.
"February 15, 2021",59.38,0.88,8.27,4.98,Clear.
"February 16, 2021",60.92,0.25,1.54,1.24,Fog.
"February 18, 2021",55.35,1.33,12.52,7.49,Clear.
"February 19, 2021",59.56,0.83,9.48,5.0,Clear.
"February 20, 2021",65.92,2.08,13.69,8.77,Fog.
"February 21, 2021",56.25,0.88,4.17,3.75,Clear.
"February 22, 2021",64.9,0.73,3.08,3.12,Passing clouds.
"February 23, 2021",63.98,3.67,21.71,14.96,Passing clouds.
"February 24, 2021",65.25,1.23,8.44,6.84,Passing clouds.
"February 25, 2021",61.42,2.73,18.77,13.04,Clear.
"February 26, 2021",58.92,1.75,14.79,8.69,Clear.
"February 28, 2021",63.12,4.48,18.96,18.57,Clear.
"March 1, 2021",59.69,1.96,9.38,8.74,Clear.
"March 2, 2021",59.69,1.96,9.38,8.74,Clear.
"March 3, 2021",56.21,3.33,15.67,11.86,Clear.
"March 4, 2021",59.31,2.08,14.04,9.95,Clear.
"March 5, 2021",62.96,1.52,6.9,8.09,Clear.
"March 6, 2021",68.58,1.06,5.5,5.61,Clear.
"March 7, 2021",60.06,2.12,16.02,11.15,Clear.
"March 8, 2021",60.79,6.04,31.21,19.21,Passing clouds.
"March 9, 2021",60.29,3.77,24.81,14.31,Clear.
"March 11, 2021",57.19,0.85,6.85,4.36,Clear.
"March 12, 2021",66.75,4.71,25.31,13.69,Clear.
"March 13, 2021",62.27,6.92,39.21,21.23,Passing clouds.
"March 14, 2021",66.17,4.12,34.4,17.53,Passing clouds.
"March 15, 2021",61.56,3.81,13.06,9.34,Clear.
"March 16, 2021",63.35,1.6,18.52,8.72,Passing clouds.
"March 17, 2021",63.75,0.83,7.48,4.98,Passing clouds.
"March 18, 2021",68.79,0.4,2.56,1.86,Clear.
"March 19, 2021",62.38,1.9,10.96,8.08,Passing clouds.
"March 20, 2021",63.29,1.06,8.52,5.59,Passing clouds.
"March 21, 2021",67.15,1.42,7.69,6.21,Passing clouds.
"March 22, 2021",78.02,6.27,43.6,23.54,Passing clouds.
"March 23, 2021",62.6,5.29,52.12,21.14,Thunderstorms. Partly cloudy.
"March 24, 2021",55.1,2.52,25.29,10.58,Thunderstorms. Partly cloudy.
"March 25, 2021",51.62,2.08,18.85,10.01,Clear.
"March 26, 2021",51.62,2.08,18.85,10.01,Clear.
"March 27, 2021",62.62,1.88,12.6,7.48,Clear.
"March 28, 2021",66.29,2.15,13.71,9.31,Clear.
"March 29, 2021",65.08,2.94,16.42,11.12,Clear.
"March 30, 2021",64.29,3.83,23.94,14.77,Clear.
"March 31, 2021",71.52,5.88,29.67,20.95,Clear.
"April 1, 2021",76.46,2.88,6.21,11.73,Clear.
"April 2, 2021",76.46,2.88,6.21,11.73,Clear.
"April 3, 2021",62.71,4.0,9.12,14.23,Haze.
"April 4, 2021",67.65,2.54,8.71,13.01,Haze.
"April 5, 2021",69.25,4.67,15.19,16.74,Haze.
"April 6, 2021",71.35,7.33,27.62,22.94,Passing clouds.
"April 7, 2021",64.04,7.15,40.48,22.31,Passing clouds.
"April 8, 2021",56.75,2.08,12.21,8.72,Passing clouds.
